#{"t_start": 1767400857.5513976, "env_id": "LunarLander-v3"}
r,l,t
-246.018837,101,1.58603
-118.154454,131,1.827511
-87.610586,74,1.978118
-270.871902,133,2.24583
-96.676809,81,2.415585
-394.36165,119,2.657677
-360.915749,101,2.855026
-452.476146,82,3.02651
-137.938665,72,3.168046
-116.65788,71,3.307308
-109.073223,76,6.179366
-298.045832,108,6.391454
-73.430861,63,6.526715
-309.563812,69,6.668496
-291.60747,102,6.925297
-308.550089,99,7.126736
-104.875271,77,7.288527
-256.1777,106,7.488179
-135.996442,62,7.616589
-348.857926,84,7.783208
-126.8637,72,7.933727
-11.158131,108,8.169714
-293.242969,97,10.658691
-89.302049,86,10.821059
-200.867828,119,11.056865
-328.402601,103,11.255729
-198.207789,115,11.500209
-259.796415,126,11.745425
-88.814661,84,11.904134
-120.717754,88,12.072282
-82.925431,83,12.246535
-136.313849,87,12.43089
-59.99002,74,12.573634
-83.782512,77,15.079167
-99.668827,84,15.236763
-131.054891,116,15.4807
-206.031742,128,15.74084
-180.418783,79,15.889878
-109.115762,113,16.121314
-145.413335,79,16.294307
-69.18292,87,16.465376
-114.112104,105,16.672904
-80.133097,83,16.837653
-121.786501,81,17.005115
-395.846289,124,19.617343
-286.498539,125,19.859578
-85.197527,128,20.115434
-205.484739,115,20.35178
-107.135389,75,20.497138
-59.44891,78,20.651086
-100.671124,143,20.930102
-65.79152,80,21.089788
14.738591,68,21.228709
-275.852871,190,23.980069
-53.415838,80,24.141449
-89.959672,110,24.366913
-250.889624,98,24.572321
-216.88932,109,24.791417
-421.26697,122,25.037034
-240.365857,105,25.235051
-222.694818,80,25.400796
-315.420428,144,25.70462
-120.027608,135,28.35844
-170.392573,149,28.650713
-71.369748,137,28.933351
-166.878676,172,29.290669
-309.520947,135,29.574365
-91.155831,130,29.827968
-80.510991,102,30.03257
-110.002649,71,30.172191
-463.202919,196,32.917449
-191.364806,112,33.146809
-106.318979,105,33.359647
-141.009801,128,33.604374
-70.818814,179,33.966061
-229.333056,126,34.22916
-77.734175,78,34.389193
-39.153519,76,34.542934
-80.65032,163,37.200996
-143.021451,240,37.687581
29.918776,118,37.916736
7.235216,149,38.213347
-136.633668,115,38.455598
-102.811174,87,38.638733
-259.320105,142,38.923255
-32.951674,80,39.074505
-88.90121,141,41.798075
-6.243708,148,42.089221
10.781318,186,42.459116
23.082758,135,42.736444
-11.799795,122,42.986501
-162.990637,178,47.814927
-212.174943,237,50.637567
37.510343,176,50.977605
-32.629024,126,51.222335
-18.566122,140,51.502758
-201.017511,191,51.878078
-112.355206,109,52.092534
-182.777222,164,52.4166
-350.96557,242,55.223427
-31.803152,172,55.549906
-49.530636,109,55.764641
-99.394328,121,56.000315
-14.819989,163,56.339979
-271.15825,281,59.270461
-7.166124,187,59.654231
-35.946596,120,59.902755
-20.919321,158,60.225946
-232.232589,182,60.597052
-33.122465,163,60.929013
-24.62461,186,63.68653
8.533783,121,63.933734
76.02852,1000,68.396439
-73.315327,211,68.811472
-23.414874,202,69.219718
-360.178128,192,69.608587
-87.014453,177,69.944125
-57.515839,223,72.711748
-29.570658,193,73.08277
-7.371389,254,73.579891
-10.223652,134,73.838326
-48.032385,292,74.434854
-33.409722,108,76.956211
-189.783776,359,77.673243
49.218455,1000,82.077371
-52.931387,204,82.484137
-131.390504,268,83.011553
-58.063148,231,85.802698
-151.908018,244,86.271001
-130.496571,370,86.993605
68.04129,1000,99.069031
-86.768635,324,99.719067
20.794257,303,102.614516
7.61128,1000,107.071383
-210.494733,364,107.790386
-117.335208,268,108.296976
-58.15311,172,111.036412
17.727533,249,111.526066
29.261638,314,112.160968
-19.300038,278,112.742419
52.006231,1000,117.127247
-78.148634,353,120.068207
-85.676337,370,120.776137
154.986625,1000,125.202854
119.044915,1000,129.699298
101.085662,1000,134.107096
-27.670262,946,138.438489
107.84272,1000,158.316828
-59.034735,416,159.102396
79.618164,1000,163.475944
202.860323,687,167.074809
255.38658,657,170.726583
210.220066,529,171.789844
11.869285,340,172.454875
-88.20788,371,175.517041
-24.414198,356,176.217993
247.331794,501,179.538245
145.553111,645,180.824039
221.658156,432,183.991085
191.527755,425,184.835571
175.735729,486,188.236841
-85.501973,495,189.209287
193.424286,444,190.108527
-45.53668,438,193.344149
214.156207,450,194.228793
204.209737,441,197.430434
153.446877,521,198.456528
210.794918,554,214.178123
230.498934,508,215.149247
209.571157,457,218.339381
153.455224,758,219.81797
212.780423,576,223.291994
210.666448,477,226.526733
215.586501,530,227.569515
237.24685,440,228.417319
179.486326,598,231.937535
243.364659,537,235.301995
-64.527655,323,235.944551
-46.238428,273,236.484393
193.741733,374,239.570191
232.57332,377,240.334893
194.615039,412,241.139619
-110.416356,337,244.24377
186.03195,744,245.748668
169.798974,629,249.36013
-55.013619,291,249.938126
223.496409,444,253.186904
200.421002,480,254.140526
184.053407,477,268.344131
224.529532,492,269.319206
224.522719,360,270.017499
188.363185,404,273.168368
-88.486947,564,274.242236
71.672085,1000,278.630335
-55.777456,349,281.709893
-29.241844,348,282.391451
243.284942,377,283.164423
172.858066,574,286.648392
184.702355,416,287.477168
195.076159,423,290.657076
-28.130527,276,291.194647
205.309183,386,291.984782
141.34953,934,296.184098
165.444476,460,299.446576
238.71451,325,300.079115
212.353927,418,303.284865
188.032145,423,304.225932
218.354013,389,305.042051
218.797492,445,308.443172
284.050013,423,319.36028
257.906565,490,322.713192
236.668231,293,323.429016
-199.989715,627,327.355265
160.286672,616,328.555087
223.381629,317,329.180931
-86.067004,452,332.418312
220.020827,714,336.179211
27.773898,272,336.737455
275.524383,337,337.408314
255.843679,340,340.458366
-32.464421,257,340.963294
294.530782,360,341.701019
191.222221,407,344.947547
-183.097999,216,345.403491
223.191402,299,346.008056
219.436847,297,346.607645
247.25503,291,349.485637
32.427635,232,349.946919
150.512641,380,350.720331
219.52278,349,353.856819
250.847324,290,354.436382
50.862545,1000,358.800657
224.218473,271,359.350189
-2.295557,240,359.84209
-153.628427,537,363.2606
287.656181,374,371.226046
250.256691,268,371.774128
182.663732,374,374.964483
223.715292,264,375.486105
247.521399,276,376.029632
250.228578,395,379.358749
281.668647,377,380.097873
267.619269,411,380.90429
254.174791,264,383.751489
253.948045,265,384.292764
201.666269,695,388.031872
234.862483,266,388.549351
269.892476,314,389.181043
244.430057,344,392.232267
237.60466,250,392.733746
295.773809,339,393.385369
274.221005,394,396.489142
8.513316,201,396.900896
-68.246752,498,397.892923
226.600368,248,398.384653
255.101071,374,401.678702
-19.772239,220,402.116208
139.144445,525,405.521739
226.438871,300,406.10726
237.374018,276,406.665848
226.675519,393,409.790937
264.803534,290,410.395759
220.253745,424,411.227151
259.562457,266,411.756347
204.959788,513,420.906373
221.896455,300,421.489876
247.429302,336,424.702096
232.825878,362,425.421101
48.00766,214,425.850634
258.592295,242,426.306357
281.933173,439,429.597367
256.251581,292,430.197181
201.929451,468,433.456755
-100.320062,406,434.273347
260.389784,290,434.854826
199.256039,390,437.996771
239.406888,298,438.565979
265.361011,256,439.053946
251.212275,300,439.636672
13.969029,270,442.510198
242.265339,255,442.984598
26.845006,204,443.385741
157.476583,550,446.871613
270.621563,307,447.495608
9.495197,197,447.862631
225.934379,377,450.998259
271.03359,261,451.504035
283.376538,259,452.024931
228.642746,283,452.568933
159.384113,492,455.915789
244.874339,278,456.439209
215.915859,289,457.019794
-136.023878,437,460.148252
258.752685,238,460.593442
197.833573,317,461.232853
262.277326,273,470.039369
261.369249,253,470.517823
-94.149441,331,471.188441
242.82575,263,471.702183
292.63186,328,474.759415
225.665117,471,475.703514
264.098902,293,478.5503
269.750707,308,479.185796
221.850554,403,479.996116
3.046819,172,480.335124
247.879159,246,483.228196
250.142165,304,483.851243
216.878519,455,484.77532
243.937997,251,487.747806
233.184261,274,488.311058
235.829689,415,489.137105
258.266665,413,492.303042
267.548501,243,492.782277
243.785525,504,493.763577
255.187629,276,496.608538
27.74251,189,496.988347
267.479393,311,497.597014
268.51469,250,498.097042
156.541495,582,501.599547
175.815416,429,502.444355
245.334133,440,505.709376
201.644243,259,506.210449
262.382984,285,506.779999
261.85247,240,509.58454
271.506132,238,510.059289
251.819472,227,510.504839
267.362892,241,516.188416
241.61419,231,516.63667
286.721213,227,519.49955
37.270289,172,519.842321
310.064257,467,520.788532
260.137807,241,523.57407
259.774656,228,524.034735
248.099202,239,524.501483
68.107057,227,524.940628
265.446378,262,527.770168
279.528695,218,528.192235
269.040154,261,528.71002
297.633352,313,529.334523
-11.336523,208,529.748354
265.381744,202,532.50723
243.386214,252,533.002552
286.824637,243,533.491517
41.307694,165,533.807645
256.734226,216,536.54511
257.521017,234,536.999207
271.377592,264,537.538471
277.953537,201,537.926892
263.063305,240,538.400703
280.561108,213,541.15474
286.278264,201,541.56426
261.872265,227,542.006564
246.369386,231,542.457244
239.773132,345,545.612958
237.878584,265,546.141453
174.747715,493,547.168671
269.864286,201,549.782745
252.791358,216,550.220218
229.92349,253,550.717781
256.401764,265,551.224728
239.450897,392,554.272494
255.455562,248,554.751343
63.760124,165,555.072265
267.029273,213,555.491285
266.863024,246,558.269804
261.117198,326,558.925613
214.235857,408,564.781937
279.820765,260,567.661184
259.396893,292,568.24187
270.409178,370,568.946266
21.003935,163,569.27223
278.90727,238,572.105571
9.604067,204,572.525839
278.261076,215,572.964682
270.155517,285,573.497123
250.500237,221,573.924758
253.535602,288,576.837297
270.987088,278,577.391049
219.316013,337,578.06544
47.202544,164,578.388282
-46.453342,426,581.542401
248.936979,264,582.06687
299.862532,223,582.526711
275.333972,233,585.293016
247.369318,292,585.884773
266.206891,244,586.360132
256.032164,264,586.884956
240.300006,228,589.589585
291.313043,200,589.999769
245.506537,226,590.434232
242.324457,241,590.900028
302.769135,245,593.796777
281.065619,223,594.230257
200.728102,506,595.261493
268.870955,189,595.655261
235.198899,380,598.812529
309.607299,206,599.208915
265.534947,257,599.681138
306.836343,206,600.102242
252.921932,252,602.921383
141.813116,1000,607.634393
257.990922,247,612.757867
250.775578,208,613.17701
61.673215,1000,617.425154
283.568763,256,617.94142
305.306869,180,618.293353
260.084723,257,621.102774
267.22938,226,621.544018
278.721684,233,622.001591
271.00765,241,622.485287
276.440393,269,625.36515
248.482633,202,625.761699
276.578331,255,626.258757
259.880997,255,626.764895
258.829244,257,629.52314
214.422689,362,630.198836
266.472816,221,630.620242
280.510755,211,631.044806
284.798746,204,633.76604
255.587937,252,634.271226
9.001599,141,634.559176
311.218111,265,635.071562
270.520662,224,635.512372
259.575682,295,638.453896
268.987747,225,638.900874
272.800716,207,639.309097
281.277154,207,639.731756
272.004397,223,642.616784
271.867746,236,643.09033
25.124656,176,643.443242
273.891363,229,643.895842
259.793564,219,644.320602
-161.032,367,647.373881
293.305612,242,647.84458
284.853653,202,648.237375
256.193348,234,648.688132
281.260445,253,651.43794
297.665349,395,652.199514
271.671642,256,652.712796
267.112033,203,659.642944
242.938249,227,660.095853
288.110585,210,660.517388
311.892743,325,661.178625
252.68977,219,661.623801
289.209894,178,664.423691
244.5732,216,664.875789
296.318684,249,665.38962
272.132913,197,665.788468
315.954991,258,668.784981
