#{"t_start": 1767372095.4742186, "env_id": "CartPole-v1"}
r,l,t
11.0,11,1.061498
22.0,22,1.063589
19.0,19,1.065285
20.0,20,1.06708
13.0,13,1.070135
17.0,17,1.071703
15.0,15,1.073544
21.0,21,1.075621
16.0,16,1.078682
12.0,12,1.079824
12.0,12,1.080922
50.0,50,1.08522
16.0,16,1.090634
16.0,16,1.092339
14.0,14,1.093675
29.0,29,1.09622
30.0,30,1.100355
24.0,24,1.102506
24.0,24,1.10465
12.0,12,1.105766
14.0,14,1.108542
20.0,20,1.110355
15.0,15,1.11173
16.0,16,1.113188
17.0,17,1.11614
18.0,18,1.117803
23.0,23,1.119867
15.0,15,1.121266
11.0,11,1.123714
20.0,20,1.125551
24.0,24,1.1277
24.0,24,1.129814
10.0,10,1.132089
20.0,20,1.133888
14.0,14,1.135215
19.0,19,1.136922
18.0,18,1.140079
13.0,13,1.141246
25.0,25,1.144035
41.0,41,1.147547
20.0,20,1.150687
21.0,21,1.152489
14.0,14,1.153804
42.0,42,1.15764
47.0,47,1.165075
45.0,45,1.168665
16.0,16,1.169968
27.0,27,1.173558
14.0,14,1.191741
11.0,11,1.202264
16.0,16,1.21617
42.0,42,1.254221
24.0,24,1.282428
10.0,10,1.287765
15.0,15,1.298519
15.0,15,1.312281
13.0,13,1.326307
44.0,44,1.365814
19.0,19,1.39048
21.0,21,1.410809
23.0,23,1.437996
40.0,40,1.477002
18.0,18,1.498397
12.0,12,1.50797
14.0,14,1.52107
11.0,11,1.526814
16.0,16,1.537811
12.0,12,1.546103
22.0,22,1.564928
25.0,25,1.581883
37.0,37,1.616426
20.0,20,1.638764
37.0,37,1.686032
24.0,24,1.715167
12.0,12,1.730723
13.0,13,1.744783
54.0,54,1.803136
11.0,11,1.816198
28.0,28,1.849847
19.0,19,1.868726
11.0,11,1.887098
25.0,25,1.914146
17.0,17,1.936243
16.0,16,1.955071
16.0,16,1.97556
13.0,13,1.988908
29.0,29,2.02375
16.0,16,2.045725
22.0,22,2.07014
24.0,24,2.088631
37.0,37,2.120513
28.0,28,2.155131
18.0,18,2.179815
18.0,18,2.196731
38.0,38,2.241402
44.0,44,2.294049
11.0,11,2.311836
10.0,10,2.320965
15.0,15,2.337874
34.0,34,2.379193
20.0,20,2.40592
10.0,10,2.418468
15.0,15,2.435843
15.0,15,2.450077
19.0,19,2.474262
11.0,11,2.49271
53.0,53,2.551252
28.0,28,2.581292
15.0,15,2.606894
57.0,57,2.673478
18.0,18,2.695208
16.0,16,2.71767
12.0,12,2.734267
33.0,33,2.769421
11.0,11,2.781405
12.0,12,2.794638
33.0,33,2.838744
14.0,14,2.853455
11.0,11,2.864625
25.0,25,2.88556
20.0,20,2.911702
22.0,22,2.943397
29.0,29,2.975038
12.0,12,2.988352
15.0,15,3.010153
35.0,35,3.053003
24.0,24,3.071074
23.0,23,3.086208
12.0,12,3.097858
13.0,13,3.113523
19.0,19,3.125558
24.0,24,3.14326
14.0,14,3.168297
12.0,12,3.18109
23.0,23,3.209143
32.0,32,3.245403
11.0,11,3.262735
13.0,13,3.281328
26.0,26,3.30754
22.0,22,3.333624
16.0,16,3.353371
15.0,15,3.372397
15.0,15,3.393574
21.0,21,3.416535
33.0,33,3.457374
23.0,23,3.485853
81.0,81,3.579516
17.0,17,3.600882
28.0,28,3.636963
23.0,23,3.662328
14.0,14,3.67282
17.0,17,3.690678
15.0,15,3.712369
24.0,24,3.738723
29.0,29,3.770429
23.0,23,3.796364
10.0,10,3.815557
21.0,21,3.837762
10.0,10,3.84666
12.0,12,3.859659
23.0,23,3.888581
13.0,13,3.903358
17.0,17,3.929283
22.0,22,3.954287
21.0,21,3.980568
15.0,15,3.998595
19.0,19,4.020456
29.0,29,4.056957
41.0,41,4.089716
13.0,13,4.101232
17.0,17,4.116832
17.0,17,4.134727
26.0,26,4.166367
17.0,17,4.179633
44.0,44,4.226889
36.0,36,4.272916
17.0,17,4.294732
25.0,25,4.3221
15.0,15,4.339656
17.0,17,4.357139
22.0,22,4.392285
23.0,23,4.419745
33.0,33,4.455888
14.0,14,4.470827
47.0,47,4.530015
25.0,25,4.558671
11.0,11,4.572822
11.0,11,4.593932
33.0,33,4.636186
31.0,31,4.673073
35.0,35,4.719483
14.0,14,4.733009
33.0,33,4.774437
25.0,25,4.809511
13.0,13,4.824349
13.0,13,4.837403
34.0,34,4.881958
18.0,18,4.900724
12.0,12,4.917397
39.0,39,4.965497
29.0,29,5.000711
21.0,21,5.023817
40.0,40,5.075679
66.0,66,5.157266
10.0,10,5.166401
21.0,21,5.193711
11.0,11,5.203467
30.0,30,5.238176
21.0,21,5.267457
13.0,13,5.282063
28.0,28,5.314277
35.0,35,5.354732
13.0,13,5.375201
18.0,18,5.397716
20.0,20,5.420118
24.0,24,5.448098
23.0,23,5.482224
19.0,19,5.501942
22.0,22,5.530231
23.0,23,5.558199
81.0,81,5.659097
46.0,46,5.714348
25.0,25,5.743221
12.0,12,5.75752
23.0,23,5.787378
17.0,17,5.816426
20.0,20,5.840665
18.0,18,5.861225
12.0,12,5.87742
13.0,13,5.892419
15.0,15,5.913715
26.0,26,5.943891
30.0,30,5.978758
49.0,49,6.037013
14.0,14,6.049009
60.0,60,6.117469
21.0,21,6.147673
17.0,17,6.166308
49.0,49,6.225708
9.0,9,6.234795
11.0,11,6.254815
10.0,10,6.264684
53.0,53,6.32342
22.0,22,6.354166
19.0,19,6.381836
13.0,13,6.396209
26.0,26,6.424584
43.0,43,6.480782
15.0,15,6.502142
13.0,13,6.515985
120.0,120,6.653118
17.0,17,6.666598
24.0,24,6.694655
82.0,82,6.782219
21.0,21,6.810634
12.0,12,6.824345
14.0,14,6.847425
18.0,18,6.867508
15.0,15,6.884984
14.0,14,6.897172
10.0,10,6.913876
12.0,12,6.926493
45.0,45,6.979694
17.0,17,6.997876
25.0,25,7.038735
23.0,23,7.062135
13.0,13,7.080549
74.0,74,7.169755
21.0,21,7.198121
10.0,10,7.210922
65.0,65,7.287384
13.0,13,7.30106
13.0,13,7.322631
11.0,11,7.332911
17.0,17,7.359259
22.0,22,7.381078
26.0,26,7.41433
24.0,24,7.442553
26.0,26,7.47546
24.0,24,7.503709
20.0,20,7.528289
10.0,10,7.541496
10.0,10,7.551178
30.0,30,7.589212
32.0,32,7.629299
12.0,12,7.642335
33.0,33,7.679378
43.0,43,7.71284
16.0,16,7.734383
24.0,24,7.764695
23.0,23,7.790423
46.0,46,7.837516
73.0,73,7.927083
16.0,16,7.945536
22.0,22,7.973433
26.0,26,8.002214
40.0,40,8.057072
28.0,28,8.089859
26.0,26,8.124688
46.0,46,8.177527
18.0,18,8.202447
20.0,20,8.223495
60.0,60,8.274367
15.0,15,8.283879
49.0,49,8.348121
45.0,45,8.400578
38.0,38,8.442925
21.0,21,8.477063
17.0,17,8.499044
13.0,13,8.512613
22.0,22,8.538493
11.0,11,8.548326
35.0,35,8.595927
37.0,37,8.638964
14.0,14,8.656673
36.0,36,8.700927
15.0,15,8.722444
45.0,45,8.774178
42.0,42,8.822504
11.0,11,8.836222
54.0,54,8.896643
30.0,30,8.926152
37.0,37,8.954442
29.0,29,8.979135
46.0,46,9.0404
31.0,31,9.078549
20.0,20,9.102079
26.0,26,9.1376
61.0,61,9.217954
28.0,28,9.255595
16.0,16,9.274783
21.0,21,9.297984
30.0,30,9.343358
36.0,36,9.38982
49.0,49,9.452203
32.0,32,9.490022
14.0,14,9.508282
40.0,40,9.5538
73.0,73,9.643352
38.0,38,9.692428
37.0,37,9.740019
17.0,17,9.758982
76.0,76,9.837545
67.0,67,9.924908
132.0,132,10.089037
29.0,29,10.126218
13.0,13,10.144156
11.0,11,10.1545
19.0,19,10.17915
16.0,16,10.19809
48.0,48,10.260282
29.0,29,10.292856
27.0,27,10.331769
25.0,25,10.359555
51.0,51,10.412565
10.0,10,10.425508
31.0,31,10.466525
17.0,17,10.488852
17.0,17,10.507931
37.0,37,10.553338
17.0,17,10.578617
79.0,79,10.6912
23.0,23,10.712903
19.0,19,10.737612
50.0,50,10.808092
34.0,34,10.850982
78.0,78,10.944187
17.0,17,10.961006
51.0,51,11.011387
28.0,28,11.044676
46.0,46,11.101166
18.0,18,11.12688
45.0,45,11.181458
32.0,32,11.211951
26.0,26,11.248674
19.0,19,11.271642
29.0,29,11.31004
21.0,21,11.337823
35.0,35,11.382194
109.0,109,11.518021
14.0,14,11.532415
34.0,34,11.565669
12.0,12,11.579397
68.0,68,11.663243
31.0,31,11.695683
18.0,18,11.713076
14.0,14,11.731709
46.0,46,14.173074
25.0,25,14.216145
18.0,18,14.236468
18.0,18,14.259566
11.0,11,14.269114
31.0,31,14.30903
61.0,61,14.387115
29.0,29,14.424863
37.0,37,14.469817
36.0,36,14.508352
24.0,24,14.539171
70.0,70,14.621866
36.0,36,14.668622
11.0,11,14.683834
54.0,54,14.749034
46.0,46,14.804236
15.0,15,14.822589
20.0,20,14.84836
18.0,18,14.867942
41.0,41,14.921384
25.0,25,14.948193
23.0,23,14.981467
25.0,25,15.013384
25.0,25,15.042471
73.0,73,15.137008
37.0,37,15.184649
28.0,28,15.22206
36.0,36,15.262624
64.0,64,15.345003
14.0,14,15.363148
23.0,23,15.391414
44.0,44,15.450245
34.0,34,15.48955
10.0,10,15.506342
16.0,16,15.529225
38.0,38,15.576522
88.0,88,15.677471
25.0,25,15.712688
14.0,14,15.727301
46.0,46,15.785958
28.0,28,15.807132
39.0,39,15.851968
25.0,25,15.890595
51.0,51,15.948723
63.0,63,16.033076
9.0,9,16.046499
32.0,32,16.090379
24.0,24,16.120575
19.0,19,16.142957
30.0,30,16.18393
51.0,51,16.246723
47.0,47,16.308479
26.0,26,16.343676
45.0,45,16.401105
20.0,20,16.430256
14.0,14,16.444989
14.0,14,16.462246
13.0,13,16.479784
24.0,24,16.507343
24.0,24,16.538209
19.0,19,16.560935
61.0,61,16.641063
22.0,22,16.672444
17.0,17,16.691403
17.0,17,16.708181
25.0,25,16.745981
39.0,39,16.797346
43.0,43,16.854678
26.0,26,16.885584
30.0,30,16.927762
73.0,73,17.019093
28.0,28,17.052786
88.0,88,17.159758
34.0,34,17.201096
92.0,92,17.317318
38.0,38,17.363526
25.0,25,17.393085
57.0,57,17.474882
11.0,11,17.484997
17.0,17,17.507077
38.0,38,17.555796
94.0,94,17.673296
62.0,62,17.749132
23.0,23,17.777357
55.0,55,17.840821
10.0,10,17.854584
22.0,22,17.879881
45.0,45,17.937433
31.0,31,17.981896
46.0,46,18.039399
43.0,43,18.091442
95.0,95,18.187469
34.0,34,18.22534
23.0,23,18.258174
28.0,28,18.29444
26.0,26,18.324959
50.0,50,18.388362
50.0,50,18.453207
22.0,22,18.480953
13.0,13,18.495652
48.0,48,18.558399
87.0,87,18.67319
41.0,41,18.721574
13.0,13,18.741336
42.0,42,18.776508
13.0,13,18.791145
25.0,25,18.822415
12.0,12,18.838144
59.0,59,18.894698
36.0,36,18.931618
37.0,37,18.981414
29.0,29,19.022404
62.0,62,19.095645
18.0,18,19.12397
46.0,46,19.17137
30.0,30,19.217282
14.0,14,19.234269
88.0,88,19.363219
76.0,76,19.45901
82.0,82,19.562469
27.0,27,19.585581
116.0,116,19.746485
19.0,19,19.773686
37.0,37,19.819538
19.0,19,19.848117
97.0,97,19.981632
15.0,15,20.001858
27.0,27,20.036281
76.0,76,20.138001
92.0,92,20.252977
13.0,13,20.268211
22.0,22,20.300397
29.0,29,20.335362
13.0,13,20.348546
53.0,53,20.395386
27.0,27,20.434858
41.0,41,20.483252
21.0,21,20.518431
76.0,76,20.614135
14.0,14,20.629158
17.0,17,20.649922
23.0,23,20.674602
13.0,13,20.689009
46.0,46,20.751188
13.0,13,20.767907
21.0,21,20.793436
68.0,68,20.883999
46.0,46,20.945738
85.0,85,21.047421
79.0,79,21.150603
28.0,28,21.188782
40.0,40,21.228996
20.0,20,21.25447
36.0,36,21.308777
36.0,36,21.354073
16.0,16,21.375068
52.0,52,21.44146
13.0,13,21.460244
32.0,32,21.50432
76.0,76,21.575258
17.0,17,21.588644
68.0,68,21.678425
24.0,24,21.709453
116.0,116,21.862091
15.0,15,21.881804
28.0,28,21.917586
48.0,48,21.979616
21.0,21,22.004073
67.0,67,22.09299
19.0,19,22.121423
30.0,30,22.155885
52.0,52,22.222676
82.0,82,22.329654
50.0,50,22.395797
35.0,35,22.439651
56.0,56,22.513852
16.0,16,22.534683
31.0,31,22.57624
31.0,31,22.617617
17.0,17,22.6372
13.0,13,22.651931
22.0,22,22.682635
14.0,14,22.697078
128.0,128,22.865524
19.0,19,22.889513
