#{"t_start": 1767386979.2767806, "env_id": "LunarLander-v3"}
r,l,t
-139.734755,99,1.252484
-94.455304,64,1.261426
-100.540071,101,1.274954
-304.755441,66,1.284065
-62.290575,69,1.295196
-272.743336,82,1.306457
-140.652934,84,1.31784
-285.839938,119,1.334113
-266.909215,69,1.345622
-110.447671,72,1.357611
-483.268693,97,1.369986
-98.666151,99,1.382894
-167.304793,123,1.406978
-213.954695,105,1.42078
-261.535518,110,1.434939
-201.506585,102,1.448712
-193.142111,116,1.465857
-130.000256,71,1.475483
-114.156602,92,1.490942
-345.421165,87,1.503024
-281.62208,119,1.52033
-409.488074,77,1.530609
-391.904379,79,1.541639
-503.439892,140,1.561402
-64.12489,94,1.575294
-159.208675,90,1.588508
-435.946483,120,1.604481
-395.582727,123,1.623728
-158.935167,89,1.637589
-125.064956,109,1.652059
-195.985484,87,1.663766
-267.062789,89,1.676053
-143.521671,103,1.691395
-241.25808,102,1.705053
-42.012023,73,1.715704
-107.639373,92,1.731235
-55.917427,75,1.743655
-67.590378,64,1.75244
-193.277843,65,1.761493
-173.064014,125,1.778219
-74.255148,116,1.795629
-193.876701,79,1.806475
-159.41353,78,1.817479
-157.441378,74,1.827989
-132.350117,100,1.843597
-95.938794,68,1.855803
-133.304922,126,1.872802
-78.251572,103,1.887311
-181.09034,97,1.90247
-199.005596,71,1.912422
-424.222822,101,1.925811
-137.409331,62,1.9348
-66.872576,65,1.945548
-373.604697,99,1.959646
-229.804874,111,1.984258
-310.634885,70,1.994459
-266.132877,83,2.015695
6.398042,98,2.039188
-108.469523,136,2.058739
-105.244617,77,2.070548
-194.583854,68,2.090391
-95.713814,67,2.10112
-94.444272,119,2.119518
-259.278358,101,2.137066
-244.958279,87,2.156774
-101.088751,83,2.170672
-385.235979,79,2.183936
-81.174866,85,2.201096
-185.07767,105,2.219667
-79.355554,94,2.234618
-114.757608,102,2.25076
-135.897142,96,2.265995
-147.851564,118,2.296385
