#{"t_start": 1767410294.971041, "env_id": "LunarLander-v3"}
r,l,t
-398.274245,144,1.704715
-171.385955,68,1.8333
-93.361059,74,1.984692
-266.62275,70,2.131669
-127.811517,106,2.347423
-144.592714,104,2.559655
-79.712356,92,2.74174
-405.817396,110,2.966957
-83.153939,59,3.086741
-165.120638,88,3.266613
-98.185937,58,3.369663
-254.470248,123,5.822243
-331.844357,121,6.060848
-119.264946,99,6.266535
-262.383374,127,6.52492
-209.811045,89,6.70336
-200.768816,96,6.890863
-193.235754,106,7.097319
-199.300097,116,7.344254
-127.87262,63,7.467065
-124.887049,78,7.620464
-285.419672,93,10.168284
-123.073298,97,10.368211
-228.276435,124,10.624492
-177.718205,130,10.887806
-242.378474,126,11.148357
-114.772828,92,11.342563
-94.103228,73,11.490161
-116.569122,117,11.72913
-210.322825,98,11.921927
-100.55644,116,12.148396
-99.887973,74,14.635548
-187.384106,124,14.884676
-107.429374,121,15.128144
-282.783663,99,15.322807
-92.898536,102,15.520427
15.744974,194,15.895079
-131.013326,68,16.029241
-103.971519,72,16.160053
-183.031907,69,16.287595
-215.739232,112,16.518579
-366.952062,150,19.16837
-87.709516,82,19.348511
-57.448034,125,19.59422
-38.711348,96,19.773401
-177.426024,127,20.024699
-54.707023,130,20.293094
-96.349905,107,20.51498
-111.48731,132,20.789437
-127.198339,136,23.379332
-117.8003,130,23.635636
-196.21976,204,24.046221
-22.484177,92,24.232902
-117.108489,87,24.413685
-160.554207,104,24.606408
-116.594143,82,24.781606
-188.557506,143,25.05256
-167.363296,155,27.665552
-88.828699,139,27.918305
-162.461638,149,28.216374
-116.904516,160,28.543151
-258.316223,123,28.786352
-58.635136,175,29.143911
-271.286078,162,29.479636
-44.421323,257,32.313934
-75.508936,130,32.573668
-185.457855,183,32.938455
-245.224912,209,33.351924
-25.063564,119,33.592962
-0.108771,109,33.818758
-267.805654,108,36.300718
-31.715851,134,36.5754
-140.811631,147,36.873852
-89.703906,236,37.343129
-40.642593,185,37.718957
-37.383504,158,38.029803
-80.055577,140,38.304259
-247.398478,151,40.970922
-135.969642,195,41.339211
-116.447505,135,41.613772
7.277869,137,41.872087
-37.077783,205,46.701083
-46.325343,301,49.825546
-190.249748,169,50.175189
-219.330336,187,50.525279
-64.973011,166,50.865994
-9.25071,110,51.094703
-91.343351,240,51.542384
-233.260904,197,54.239017
-173.219977,254,54.766901
-19.142248,126,55.039507
-239.344683,180,55.38793
