#{"t_start": 1767397080.098048, "env_id": "LunarLander-v3"}
r,l,t
-115.962909,99,1.314248
-72.622736,82,1.325677
-421.41535,114,1.340837
-377.937254,122,1.357276
-190.162607,130,1.376005
-270.314956,86,1.387693
-510.829295,105,1.401678
-329.537733,118,1.419987
-314.940088,119,1.437669
-74.544466,64,1.446919
-68.514511,62,1.455469
-148.911925,121,1.471279
-357.203871,66,1.484488
-329.55774,106,1.498899
-327.226632,89,1.510763
-343.987955,91,1.523352
-358.327734,72,1.536928
-170.36238,101,1.550815
-72.743168,66,1.56042
-77.535579,124,1.576748
-107.92537,116,1.593699
-125.196982,74,1.603536
-100.039096,75,1.613644
-367.751563,117,1.628992
-136.913962,79,1.641903
-178.401945,65,1.653646
-290.150662,92,1.666521
-73.124366,82,1.680381
-105.209901,62,1.690701
-114.291811,62,1.699533
-164.916555,78,1.710298
-107.120975,56,1.718233
-101.100891,80,1.730629
-94.8667,67,1.73985
-390.752389,106,1.754379
-278.50282,84,1.766051
-119.98868,75,1.780424
-146.160993,97,1.793696
-103.044621,80,1.804548
-134.591827,64,1.813532
-167.556207,89,1.827004
-328.853693,134,1.845063
-78.951846,75,1.855053
-111.651041,92,1.867908
-68.860486,97,1.882659
-218.364598,88,1.897542
-414.01218,127,1.915924
-117.406708,72,1.926886
-238.908561,106,1.942446
-252.213521,102,1.956028
-373.908816,93,1.969119
-96.989045,77,1.979811
-106.760401,64,1.990443
-103.307688,74,2.001161
-308.683541,113,2.020452
-132.422463,79,2.035833
-204.586888,92,2.054741
-147.081889,99,2.068973
-84.254653,63,2.077935
-287.944864,106,2.093583
-126.949385,116,2.120255
-141.411503,67,2.130783
-132.589359,81,2.149119
-242.703091,145,2.184815
-138.288404,124,2.213388
-381.465278,104,2.232663
-200.054953,110,2.250443
-173.199786,83,2.263852
-156.428249,142,2.29139
-493.926605,116,2.309413
-71.355821,61,2.318984
-104.242782,79,2.330992
-114.010543,102,2.348498
-118.210792,100,2.363794
-151.954462,73,2.377711
-224.843934,72,2.38903
-84.514661,62,2.400878
-110.570504,87,2.414266
-68.184349,78,2.42598
-109.880778,92,2.439676
-124.324557,70,2.452121
-355.74353,98,2.466374
-106.608366,77,2.478034
-153.748128,92,2.494445
-146.392894,63,2.50537
-229.01396,102,2.520385
