#{"t_start": 1767373978.7278342, "env_id": "CartPole-v1"}
r,l,t
13.980849,14,1.089665
27.976086,28,1.092479
9.988138,10,1.093482
46.951709,47,1.097942
21.974167,22,1.102315
10.984335,11,1.103489
39.929228,40,1.108337
30.962214,31,1.111376
15.980902,16,1.11499
24.979727,25,1.117456
22.972411,23,1.119937
41.954478,42,1.124539
13.987234,14,1.130768
29.977112,30,1.133756
13.981196,14,1.135149
27.967591,28,1.137852
42.94401,43,1.143453
33.972465,34,1.146847
27.959045,28,1.149582
26.979825,27,1.152215
14.976037,15,1.155184
16.975673,17,1.156879
8.985655,9,1.157806
13.985279,14,1.159219
19.979471,20,1.162673
14.986199,15,1.164207
17.97819,18,1.165986
18.985098,19,1.167878
16.981565,17,1.170974
9.986148,10,1.172039
52.962807,53,1.177803
16.979354,17,1.17952
45.946121,46,1.185366
15.980482,16,1.186894
26.973761,27,1.18937
11.980081,12,1.190512
22.983984,23,1.194152
33.966493,34,1.197336
19.976646,20,1.201498
18.983832,19,1.203306
20.977833,21,1.206719
19.980573,20,1.20848
27.976349,28,1.231274
8.987165,9,1.238371
11.988569,12,1.251518
19.981193,20,1.268844
14.983878,15,1.286363
19.972846,20,1.307679
19.971952,20,1.32387
28.974387,29,1.343691
9.986972,10,1.352292
35.952881,36,1.387432
33.975573,34,1.425802
11.984684,12,1.43415
27.965023,28,1.45887
16.981643,17,1.470258
15.981874,16,1.487674
20.981747,21,1.509037
22.9738,23,1.539314
15.981869,16,1.551044
16.981384,17,1.569591
14.982712,15,1.585965
26.96921,27,1.611013
53.905409,54,1.657666
13.983911,14,1.674364
16.98242,17,1.69221
23.980331,24,1.718266
29.965982,30,1.759005
40.969097,41,1.807855
21.972477,22,1.830527
15.984406,16,1.848305
28.971205,29,1.888642
11.983118,12,1.905259
28.977201,29,1.935309
12.983932,13,1.944834
19.977272,20,1.960468
31.950573,32,1.99388
9.98861,10,2.004317
12.985549,13,2.013268
17.98063,18,2.031356
26.982404,27,2.067256
15.975279,16,2.090062
24.97917,25,2.118821
12.987959,13,2.136053
11.983239,12,2.15299
41.957126,42,2.204457
11.985414,12,2.218554
30.979302,31,2.254133
40.976964,41,2.297234
25.982429,26,2.327788
37.963321,38,2.359162
9.987117,10,2.372576
11.986189,12,2.390019
25.965267,26,2.408971
21.9782,22,2.441395
26.977297,27,2.469557
15.981484,16,2.490691
31.966206,32,2.53126
20.97153,21,2.558837
27.966158,28,2.59002
27.969629,28,2.624378
9.988394,10,2.636831
19.983261,20,2.652337
13.985936,14,2.66437
18.981112,19,2.686269
23.974746,24,2.71205
21.97966,22,2.738267
14.982017,15,2.760465
22.979896,23,2.782403
34.97356,35,2.817045
16.980912,17,2.834461
10.987996,11,2.847672
10.981522,11,2.868023
13.985359,14,2.882627
26.958583,27,2.904571
29.977181,30,2.927514
13.982958,14,2.944665
22.982152,23,2.977129
11.984727,12,2.991312
11.987189,12,3.005385
18.975361,19,3.024331
15.982872,16,3.03607
13.982903,14,3.04524
43.960915,44,3.086012
29.977858,30,3.114763
23.978089,24,3.13375
15.980316,16,3.151942
12.986928,13,3.166514
9.985817,10,3.180419
16.979505,17,3.204999
16.980318,17,3.218066
23.981865,24,3.236904
12.983336,13,3.249478
15.978206,16,3.261502
12.983441,13,3.270554
85.928369,86,3.364263
10.989951,11,3.382089
14.977273,15,3.396608
22.974499,23,3.428831
43.962926,44,3.47304
17.975776,18,3.499635
14.98282,15,3.51384
23.978059,24,3.546833
10.987547,11,3.560042
15.985348,16,3.582122
17.981973,18,3.601005
36.946499,37,3.643147
26.971074,27,3.669357
9.987568,10,3.678813
13.98258,14,3.690696
32.972832,33,3.71484
40.971957,41,3.750502
12.984324,13,3.764297
84.838469,85,3.862266
56.916038,57,3.928662
26.963024,27,3.963749
52.935247,53,4.017717
17.975458,18,4.036803
81.794576,82,4.13621
13.987654,14,4.149715
29.97056,30,4.183623
14.981982,15,4.197756
12.98617,13,4.212175
26.97122,27,4.242826
28.960368,29,4.283333
20.969116,21,4.307544
16.980582,17,4.323291
17.981738,18,4.337735
31.970492,32,4.377638
14.973633,15,4.400454
18.981972,19,4.420549
37.95962,38,4.459322
22.976852,23,4.480872
15.980779,16,4.493022
12.983784,13,4.511844
34.963223,35,4.553498
21.980076,22,4.579767
69.964046,70,4.657203
17.980441,18,4.669771
45.966457,46,4.719309
23.980524,24,4.752123
41.974538,42,4.799384
17.982453,18,4.821682
38.958882,39,4.856992
43.957279,44,4.899239
61.971711,62,4.968464
50.965132,51,5.007652
14.983771,15,5.01743
44.910841,45,5.067363
11.984972,12,5.082804
9.98499,10,5.092366
36.95688,37,5.134986
23.974937,24,5.170523
24.972153,25,5.195826
13.98091,14,5.20816
18.967264,19,5.223831
17.985089,18,5.239967
37.956858,38,5.279089
29.965329,30,5.313558
17.983339,18,5.336528
16.983297,17,5.359695
53.949157,54,5.429034
62.921081,63,5.514402
17.983063,18,5.555186
32.973847,33,5.607252
14.983457,15,5.624568
