#{"t_start": 1767371846.2680295, "env_id": "CartPole-v1"}
r,l,t
15.0,15,1.078487
49.0,49,1.082633
10.0,10,1.083931
29.0,29,1.086329
26.0,26,1.091237
17.0,17,1.092625
18.0,18,1.094063
22.0,22,1.095838
20.0,20,1.098747
17.0,17,1.100198
10.0,10,1.101075
14.0,14,1.10235
13.0,13,1.107533
24.0,24,1.109517
12.0,12,1.110537
46.0,46,1.114218
23.0,23,1.11742
13.0,13,1.118512
11.0,11,1.119625
15.0,15,1.120834
14.0,14,1.123274
36.0,36,1.126166
24.0,24,1.128093
14.0,14,1.129221
17.0,17,1.131929
12.0,12,1.132999
23.0,23,1.134845
19.0,19,1.136569
26.0,26,1.139988
19.0,19,1.141522
39.0,39,1.144686
20.0,20,1.146333
15.0,15,1.148896
22.0,22,1.15076
27.0,27,1.15315
16.0,16,1.154522
43.0,43,1.15939
14.0,14,1.160575
12.0,12,1.162102
13.0,13,1.16341
24.0,24,1.166723
17.0,17,1.168305
24.0,24,1.170282
11.0,11,1.171278
13.0,13,1.173661
17.0,17,1.175086
18.0,18,1.176607
36.0,36,1.179503
26.0,26,1.202594
31.0,31,1.225666
21.0,21,1.23931
26.0,26,1.255845
18.0,18,1.27404
10.0,10,1.285201
34.0,34,1.318406
13.0,13,1.332289
17.0,17,1.35435
10.0,10,1.36271
19.0,19,1.382026
41.0,41,1.427177
11.0,11,1.442821
16.0,16,1.459156
16.0,16,1.475379
22.0,22,1.495905
73.0,73,1.575749
26.0,26,1.594697
10.0,10,1.602528
17.0,17,1.615016
56.0,56,1.682526
43.0,43,1.716313
17.0,17,1.727955
15.0,15,1.745468
35.0,35,1.785751
15.0,15,1.803212
14.0,14,1.820567
14.0,14,1.834306
22.0,22,1.862401
27.0,27,1.890242
21.0,21,1.915708
31.0,31,1.948579
15.0,15,1.973403
16.0,16,1.992206
14.0,14,2.009794
25.0,25,2.036438
15.0,15,2.050624
19.0,19,2.072835
12.0,12,2.083377
20.0,20,2.106745
31.0,31,2.142468
19.0,19,2.16402
18.0,18,2.186092
13.0,13,2.203706
33.0,33,2.245525
22.0,22,2.268038
14.0,14,2.286239
9.0,9,2.300578
35.0,35,2.34172
13.0,13,2.35456
8.0,8,2.363597
10.0,10,2.376555
15.0,15,2.394934
16.0,16,2.41707
33.0,33,2.457476
41.0,41,2.502147
14.0,14,2.523932
17.0,17,2.544588
15.0,15,2.559204
19.0,19,2.581405
15.0,15,2.60298
12.0,12,2.616297
30.0,30,2.65421
12.0,12,2.667539
34.0,34,2.711151
23.0,23,2.742352
19.0,19,2.760101
15.0,15,2.778625
19.0,19,2.804502
19.0,19,2.826042
26.0,26,2.855515
26.0,26,2.884059
57.0,57,2.950599
25.0,25,2.976318
13.0,13,2.991203
12.0,12,3.005033
11.0,11,3.022182
12.0,12,3.035566
11.0,11,3.049235
33.0,33,3.082957
18.0,18,3.109789
31.0,31,3.131028
16.0,16,3.142421
20.0,20,3.156884
14.0,14,3.170681
22.0,22,3.19558
13.0,13,3.209646
11.0,11,3.22055
30.0,30,3.261308
16.0,16,3.279691
22.0,22,3.308447
10.0,10,3.322729
15.0,15,3.343324
18.0,18,3.361929
34.0,34,3.393656
27.0,27,3.424684
21.0,21,3.454176
43.0,43,3.499316
30.0,30,3.537967
18.0,18,3.556715
30.0,30,3.596314
10.0,10,3.605592
31.0,31,3.644735
16.0,16,3.664224
19.0,19,3.681363
16.0,16,3.693084
19.0,19,3.707554
29.0,29,3.733103
61.0,61,3.808381
15.0,15,3.826831
34.0,34,3.865023
12.0,12,3.875387
20.0,20,3.898091
12.0,12,3.911961
29.0,29,3.954406
16.0,16,3.97486
19.0,19,3.995609
34.0,34,4.035864
10.0,10,4.043892
35.0,35,4.089361
13.0,13,4.106225
11.0,11,4.117728
27.0,27,4.15035
26.0,26,4.183651
53.0,53,4.253223
12.0,12,4.267173
14.0,14,4.28541
12.0,12,4.297971
61.0,61,4.372647
24.0,24,4.404489
17.0,17,4.429259
16.0,16,4.449457
39.0,39,4.496006
17.0,17,4.523282
37.0,37,4.554487
22.0,22,4.571407
21.0,21,4.59262
17.0,17,4.605345
11.0,11,4.621876
22.0,22,4.64612
31.0,31,4.684735
31.0,31,4.727228
17.0,17,4.748275
34.0,34,4.787057
30.0,30,4.82779
11.0,11,4.846853
37.0,37,4.890673
46.0,46,4.946465
17.0,17,4.972892
14.0,14,4.988584
22.0,22,5.016896
22.0,22,5.040385
16.0,16,5.066314
22.0,22,5.09396
20.0,20,5.116052
28.0,28,5.147251
21.0,21,5.17788
26.0,26,5.197535
32.0,32,5.227697
15.0,15,5.245915
29.0,29,5.285718
14.0,14,5.305056
37.0,37,5.346915
55.0,55,5.414481
28.0,28,5.448809
25.0,25,5.476589
24.0,24,5.505705
15.0,15,5.524243
32.0,32,5.56353
19.0,19,5.585941
31.0,31,5.623122
