#{"t_start": 1767381235.054217, "env_id": "LunarLander-v3"}
r,l,t
-210.748422,106,1.343184
-166.396872,120,1.36338
-97.310501,122,1.379932
-183.273231,89,1.395146
-120.328944,87,1.408766
-317.726889,78,1.421263
-105.509211,134,1.440182
-251.722483,74,1.454286
-203.206707,80,1.471636
-114.562255,73,1.486479
-179.659045,98,1.510791
-165.333219,109,1.525944
-408.621189,90,1.543614
-106.143886,101,1.559377
-274.10621,104,1.586768
-291.201056,138,1.613345
-114.605146,92,1.635787
-152.121599,83,1.651738
-154.986377,86,1.665652
-166.223252,58,1.675341
-119.761745,68,1.691643
-345.596568,94,1.706228
-2.319948,126,1.731052
-93.004342,71,1.742828
-103.401987,64,1.757876
-120.539755,94,1.772701
-172.037462,72,1.784204
-272.848565,103,1.802234
-175.011427,107,1.823617
-286.673288,89,1.83755
-424.259742,95,1.852062
-103.752976,71,1.863332
-97.795484,75,1.87627
-152.600818,67,1.89006
-85.088734,69,1.901254
-150.116822,121,1.919219
-170.076995,89,1.937099
-243.286682,133,1.95617
-312.061997,98,1.969828
-86.508497,78,1.981093
-137.225747,76,1.993887
-268.08918,74,2.004625
-409.20466,90,2.017824
-252.626385,78,2.029572
-340.922257,92,2.047239
-295.882982,93,2.06099
-197.306283,116,2.077506
-200.369754,65,2.086896
-123.203632,89,2.100694
-165.642059,124,2.117836
-221.536611,96,2.131254
-337.998656,100,2.148789
-291.964916,137,2.173448
-164.844946,77,2.188246
-120.917974,121,2.216442
-86.905812,61,2.230286
-99.58911,62,2.245786
-79.469995,108,2.27292
-85.553768,120,2.305064
-126.685622,102,2.329257
-105.582317,72,2.350333
-244.657422,76,2.369162
-444.889654,91,2.388955
-243.296209,138,2.417185
-127.940068,106,2.435601
-85.598524,94,2.450504
-68.215061,75,2.461829
-126.267662,118,2.479131
-206.316262,101,2.495897
-227.727394,111,2.513247
-158.504254,84,2.525734
-126.185053,70,2.536665
-109.557661,131,2.560929
-85.742936,90,2.574636
-281.670189,89,2.588085
-442.392259,93,2.603304
-245.500263,82,2.61723
-181.380729,123,2.634702
-157.084546,115,2.655447
-372.543034,109,2.671165
-444.683239,90,2.685814
-96.433781,66,2.695488
-104.419722,108,2.711226
-87.154613,58,2.719617
-245.951306,108,2.736301
-137.860098,65,2.745549
-107.716742,88,2.757938
-372.175878,94,2.771563
-79.29524,103,2.79059
-217.457511,97,2.807507
-181.071329,98,2.821621
-128.225279,83,2.833299
-174.224502,70,2.845351
-194.684433,75,2.856449
-157.057372,64,2.865491
-120.805316,86,2.877721
-50.103415,138,2.902868
-162.772148,95,2.916618
-42.156499,85,2.929329
-104.20096,88,2.941596
-88.444304,72,2.953265
-179.38695,84,2.965167
-276.172403,98,2.978562
-232.088317,104,2.992992
-70.494498,85,3.009472
-116.523653,89,3.022202
-116.326126,107,3.037136
-357.667012,79,4.588798
-492.654161,101,4.757187
-273.342208,113,4.937746
-54.454467,66,5.050041
-283.580972,98,5.208567
-180.303454,80,5.353223
-141.100279,104,5.622121
-310.033837,107,5.819705
-258.811338,154,6.065698
-383.184192,93,6.212439
-102.863113,96,6.349493
-131.595144,63,6.439518
-81.493713,80,6.567599
-54.657986,101,6.734438
-210.934494,81,6.869676
-127.66352,89,7.01269
-104.623617,89,7.151582
-139.963897,84,7.278728
-77.463965,67,7.385251
-174.721906,127,7.590982
-92.879549,88,7.717306
-244.28455,72,7.825551
-101.392577,126,8.023185
-191.467892,71,8.135736
-208.102879,136,8.344956
-226.642603,84,8.473159
-102.251694,68,8.568864
-118.801557,82,8.677249
-192.680435,129,8.861979
-147.98174,92,9.016013
-96.795161,66,9.099284
-215.709098,82,9.260677
-209.357581,115,9.45682
-239.492221,86,9.601004
-323.836066,102,9.753542
-204.70061,77,9.880307
-57.80157,110,10.059037
-85.871102,62,10.158543
-136.524636,115,10.343861
-248.916473,113,10.513104
-156.166598,79,10.616413
-107.997652,72,10.725088
-156.969589,88,10.860413
-134.619511,88,10.981699
-103.675207,100,11.140996
-109.37169,150,11.384201
-416.041263,95,11.534038
-277.122021,82,11.638786
-143.965202,70,11.758836
-160.886922,94,11.910721
-103.738249,114,12.084796
-183.227214,123,12.278956
-420.287757,127,12.474844
-360.887884,107,12.649772
-222.444406,84,12.781608
-117.140491,88,12.9055
-83.339786,97,13.046944
-107.346917,69,13.148406
-142.718101,66,13.254056
-199.933488,80,13.378418
-122.061671,99,13.526543
-146.797855,77,13.654637
-75.299273,90,13.788563
-90.272507,74,13.896507
-196.19381,93,14.024505
-111.92469,68,14.124546
-193.224789,96,14.272996
-357.230539,129,14.459631
-67.223456,63,14.552866
-145.051442,86,14.693598
-197.628162,98,14.84596
-291.454287,111,15.005446
-365.540774,86,15.135872
-236.229529,84,15.259274
-266.039549,115,15.44219
-85.188238,93,15.575831
-187.394637,101,15.723742
-175.241273,70,15.825793
-92.655947,72,15.939747
-185.833881,110,16.09019
-103.301103,65,16.189321
-82.753769,69,16.291596
-114.972536,70,16.396133
-211.835285,72,16.508912
-97.819953,78,16.613353
-70.78636,88,16.731294
-153.577788,121,16.913618
-112.780329,85,17.047793
-122.639173,90,17.185964
-104.614943,91,17.327712
-114.61,81,17.444786
-184.095255,108,17.616725
-289.999106,110,17.778831
-263.864304,88,17.918152
-278.547784,98,18.080873
-158.78881,123,18.268726
-164.70665,88,18.405951
-199.727473,99,18.566301
-112.08771,90,18.705127
-95.264972,121,18.880991
-461.251696,97,19.007694
-173.480662,92,19.144106
-136.268189,69,19.258378
-103.807227,97,19.405015
-257.576504,98,19.557327
-118.133795,98,19.701437
-231.23864,70,19.810815
-72.511202,65,19.9107
-163.850064,97,32.712431
-61.711941,76,32.829893
-179.380165,77,32.945199
-48.313126,84,33.067228
-66.371166,72,33.171875
-120.269926,108,33.34808
-117.373905,61,33.428385
-69.086469,111,33.589766
-103.47132,67,33.68433
-159.433513,83,33.800837
-171.909114,121,33.969979
-470.695247,91,34.104726
-190.261599,94,34.241777
-213.972563,134,34.439452
-186.639466,92,34.566638
-113.284605,132,34.748171
-130.699516,94,34.891068
-130.540988,101,35.060029
-229.992662,93,35.20081
-123.834364,121,35.386991
-150.303077,91,35.530258
-109.409119,88,35.672785
-174.306768,109,35.844598
-171.376537,81,35.951078
-64.605173,79,36.08204
-66.470154,74,36.201839
-117.101361,90,36.344299
-117.358685,108,36.508336
-156.907198,81,36.612658
-285.53071,129,36.80329
-172.27563,77,36.903323
-70.152379,77,37.006321
-113.194092,75,37.118351
-126.346317,106,37.289306
-388.608591,105,37.44872
-174.651432,143,37.675155
-259.022843,130,37.8776
-112.460011,86,38.006724
-114.758972,107,38.164691
-50.767988,66,38.26527
-82.970104,72,38.370017
-122.407045,119,38.549408
14.112393,73,38.657662
-264.287081,120,38.831697
-32.978798,76,38.97171
-176.365436,123,39.152823
-81.825687,68,39.255256
-131.654465,67,39.356715
-140.106103,113,39.528155
-303.660145,83,39.655785
-68.649171,73,39.754971
-102.433014,81,39.876147
-2.012497,95,40.003947
-94.493665,95,40.13996
-216.856701,100,40.305987
-84.756249,71,40.400771
-136.995936,70,40.502896
-104.842684,79,40.627206
-110.352034,108,40.770139
-164.285806,85,40.899263
-72.892431,77,41.011048
-175.178573,118,41.192612
-190.40012,111,41.349316
-134.639428,90,41.484765
-113.859194,104,41.631056
-109.22895,112,41.789604
-67.912232,77,41.889182
-83.391829,91,42.019461
-133.050185,115,42.181987
-186.736881,80,42.299811
-337.389401,174,42.551028
-227.577421,68,42.650137
-200.826845,86,42.761373
-214.124251,118,42.959129
-119.25644,74,43.078311
-75.603872,73,43.243065
-78.753131,87,43.396286
-109.154796,94,43.63577
-41.880479,111,43.855643
-161.605365,134,44.095826
-197.415396,69,44.226878
-82.6926,78,44.381331
-102.172851,94,44.605729
-49.048617,125,44.810108
-27.684991,67,44.942172
-305.172454,111,45.157875
-172.983386,117,45.362492
-266.982068,88,45.522052
-125.20485,81,45.696723
-22.520777,66,45.845618
-214.226995,92,46.019212
-109.250904,143,46.27344
-94.323871,83,46.417067
-238.772522,111,46.707535
-119.068393,77,46.846461
-258.030054,149,47.14815
-193.694816,128,47.396225
42.104179,97,47.590748
-124.35287,95,47.788359
-57.962492,98,47.97925
-140.397532,107,48.176622
-180.837862,105,48.36238
-109.939765,86,48.536449
-114.610077,117,48.767803
-316.644713,110,48.985544
-299.332468,87,63.800568
-166.631326,67,63.899692
-139.414918,106,64.038313
-138.911388,106,64.201611
-331.748691,118,64.360453
-90.908289,85,64.492754
-44.922608,90,64.638031
-113.663649,96,64.776348
-119.730341,93,64.903174
-92.721352,75,65.0179
-96.145528,83,65.142471
-104.077343,81,65.270767
-101.753342,106,65.414868
-145.601073,117,65.573514
-66.297453,75,65.678391
