#{"t_start": 1767377349.8425815, "env_id": "CartPole-v1"}
r,l,t
18.97989,19,1.348968
9.988728,10,1.363633
19.979173,20,1.392362
12.984473,13,1.413823
20.980426,21,1.444671
27.980807,28,1.483989
51.939438,52,1.562599
25.982476,26,1.603115
10.987433,11,1.61936
16.983052,17,1.648571
16.983621,17,1.673872
27.976526,28,1.716799
11.982,12,1.737067
15.979608,16,1.766554
13.984417,14,1.791422
23.980939,24,1.829104
11.985482,12,1.849013
10.988138,11,1.870117
37.960915,38,1.934499
10.985483,11,1.95346
23.974714,24,1.997981
47.934541,48,2.078904
19.976218,20,2.113044
10.983773,11,2.132572
49.967906,50,3.87581
30.949454,31,3.933701
24.977384,25,3.981052
42.953405,43,4.054066
34.972515,35,4.122701
27.957967,28,4.169974
18.978772,19,4.207433
27.975165,28,4.255615
13.97962,14,4.280536
69.885601,70,4.408095
18.974867,19,4.438331
43.964376,44,4.519696
20.981995,21,4.558939
34.968701,35,4.627563
25.976013,26,4.675924
38.965261,39,6.487474
52.952483,53,6.577524
34.966399,35,6.641656
16.978097,17,6.671111
30.969616,31,6.72921
41.953918,42,6.804696
39.963082,40,6.876398
26.968656,27,6.918449
59.924969,60,7.021754
12.985061,13,7.044725
30.971087,31,7.098769
28.970247,29,7.146128
51.916684,52,7.243325
31.956101,32,7.299347
21.970007,22,7.33816
19.981811,20,7.36813
19.97242,20,9.139914
96.614513,97,9.312266
20.974477,21,9.347181
44.926866,45,9.420124
92.834719,93,9.570264
15.976492,16,9.603775
88.782811,89,9.766046
56.940536,57,9.86952
109.511156,110,11.772906
136.733468,137,12.016404
168.553926,169,12.322337
102.693337,103,12.495136
230.532625,231,14.594775
221.343539,222,14.98353
123.387053,124,15.209479
85.834584,86,17.011469
300.134686,301,17.555147
183.095924,184,19.533098
107.754417,108,19.723059
201.659183,203,20.075968
318.746497,320,22.319236
213.853057,215,22.704492
330.21537,332,25.068827
498.570092,500,27.642292
499.225259,500,30.12538
498.997655,500,32.648504
499.253653,500,35.183557
412.155899,413,37.662253
499.288773,500,40.242469
499.364774,500,42.810087
499.282763,500,45.456096
499.087376,500,48.089582
499.525376,500,50.607442
499.537653,500,56.030832
499.533654,500,58.620723
499.581039,500,61.559418
499.437413,500,64.770784
499.600807,500,67.093383
499.763019,500,69.671374
499.735594,500,71.923109
499.703424,500,74.177536
499.756222,500,76.46897
499.820341,500,78.716174
499.809881,500,80.92391
499.697435,500,83.149421
499.744082,500,85.37688
499.833111,500,87.681853
499.809581,500,89.856763
499.734784,500,92.112834
499.825497,500,94.363372
499.832694,500,96.671306
499.889947,500,98.908678
499.83147,500,101.116889
499.902504,500,107.925244
499.829629,500,110.19619
499.914424,500,112.581609
499.883848,500,115.051425
499.90708,500,117.253401
499.937837,500,119.511417
499.922812,500,121.766236
499.920926,500,124.056933
499.925001,500,126.327077
499.950164,500,128.593863
499.895089,500,130.806553
499.915918,500,133.068772
499.945102,500,135.308924
499.934565,500,137.590758
499.935237,500,139.845711
499.948238,500,142.105587
499.94721,500,144.439695
499.95574,500,146.697095
499.949881,500,148.996167
499.943316,500,151.263429
499.955388,500,157.8915
499.953709,500,160.107253
499.946143,500,160.866169
499.942933,500,163.117055
499.961137,500,165.419989
499.957547,500,167.808811
499.942044,500,170.027775
499.93325,500,172.266867
499.932735,500,174.508939
499.939884,500,176.86762
499.941702,500,179.187797
499.946563,500,181.403545
499.941136,500,183.640621
499.948822,500,185.947441
499.952473,500,188.173438
499.952754,500,190.41672
