#{"t_start": 1767370823.84567, "env_id": "CartPole-v1"}
r,l,t
18.0,18,1.580938
16.0,16,1.582576
11.0,11,1.58361
14.0,14,1.584824
11.0,11,1.587492
15.0,15,1.588843
24.0,24,1.59085
26.0,26,1.594085
58.0,58,1.600171
22.0,22,1.601953
14.0,14,1.60313
20.0,20,1.604923
10.0,10,1.608299
12.0,12,1.609357
17.0,17,1.610747
17.0,17,1.612184
72.0,72,1.619188
11.0,11,1.620115
14.0,14,1.621388
19.0,19,1.622947
24.0,24,1.626333
13.0,13,1.627433
12.0,12,1.62846
32.0,32,1.631027
47.0,47,1.636116
31.0,31,1.638645
11.0,11,1.639647
18.0,18,1.641158
17.0,17,1.643878
25.0,25,1.645927
24.0,24,1.647888
20.0,20,1.649538
14.0,14,1.651991
12.0,12,1.653036
26.0,26,1.655213
21.0,21,1.656977
21.0,21,1.660079
18.0,18,1.661559
20.0,20,1.66364
20.0,20,1.665262
34.0,34,1.669326
25.0,25,1.671439
41.0,41,1.674734
17.0,17,1.676145
12.0,12,1.681893
32.0,32,1.781368
42.0,42,1.826551
19.0,19,1.841457
12.0,12,1.850939
18.0,18,1.860321
18.0,18,1.872205
13.0,13,1.879462
26.0,26,1.899428
19.0,19,1.91221
24.0,24,1.926562
15.0,15,1.935879
24.0,24,1.952462
25.0,25,1.966782
27.0,27,1.982799
21.0,21,1.998398
25.0,25,2.020644
10.0,10,2.027748
37.0,37,2.051841
22.0,22,2.065708
29.0,29,2.089453
16.0,16,2.099127
15.0,15,2.10843
24.0,24,2.131365
26.0,26,2.152215
46.0,46,2.180961
13.0,13,2.188271
17.0,17,2.198163
27.0,27,2.217452
17.0,17,2.233869
19.0,19,2.250113
22.0,22,2.262377
10.0,10,2.271554
32.0,32,2.290694
24.0,24,2.305179
10.0,10,2.310159
27.0,27,2.329186
10.0,10,2.338921
70.0,70,2.380994
16.0,16,2.39061
13.0,13,2.400148
18.0,18,2.411976
14.0,14,2.419318
19.0,19,2.431842
14.0,14,2.44774
12.0,12,2.460275
33.0,33,2.479897
18.0,18,2.490372
16.0,16,2.501821
10.0,10,2.509584
18.0,18,2.523039
56.0,56,2.560181
28.0,28,2.580843
43.0,43,2.606783
12.0,12,2.61382
24.0,24,2.628171
12.0,12,2.641896
30.0,30,2.664129
24.0,24,2.683108
24.0,24,2.697904
19.0,19,2.709769
21.0,21,2.723854
15.0,15,2.731378
11.0,11,2.738417
22.0,22,2.757487
12.0,12,2.764814
30.0,30,2.7861
19.0,19,2.798651
18.0,18,2.81118
34.0,34,2.832188
35.0,35,2.854
23.0,23,2.866054
14.0,14,2.878401
12.0,12,2.887956
13.0,13,2.897179
21.0,21,2.910097
40.0,40,2.942379
18.0,18,2.955721
34.0,34,2.975137
28.0,28,2.991794
48.0,48,3.035277
10.0,10,3.042937
19.0,19,3.060189
11.0,11,3.06794
13.0,13,3.081186
26.0,26,3.097991
20.0,20,3.118456
14.0,14,3.132602
26.0,26,3.149426
25.0,25,3.163315
13.0,13,3.172317
14.0,14,3.179576
23.0,23,3.197638
31.0,31,3.216207
16.0,16,3.230447
17.0,17,3.241051
10.0,10,3.248234
14.0,14,3.258533
28.0,28,3.275426
13.0,13,3.283022
17.0,17,3.296607
32.0,32,3.320235
11.0,11,3.331029
14.0,14,3.34192
11.0,11,3.349199
13.0,13,3.359978
28.0,28,3.381313
20.0,20,3.393739
17.0,17,3.405188
46.0,46,3.432438
16.0,16,3.448799
18.0,18,3.466682
21.0,21,3.480942
11.0,11,3.488205
35.0,35,3.514015
19.0,19,3.524142
9.0,9,3.533029
32.0,32,3.560534
11.0,11,3.566034
24.0,24,3.580438
17.0,17,3.600382
26.0,26,3.618253
15.0,15,3.628301
24.0,24,3.643208
17.0,17,3.654935
34.0,34,3.685674
34.0,34,3.706394
10.0,10,3.713424
14.0,14,3.723348
12.0,12,3.730816
24.0,24,3.745844
20.0,20,3.758406
28.0,28,3.786407
9.0,9,3.791419
22.0,22,3.806034
10.0,10,3.811323
30.0,30,3.835275
44.0,44,3.863158
53.0,53,3.904759
25.0,25,3.920718
16.0,16,3.937372
36.0,36,3.963901
23.0,23,3.978704
32.0,32,4.009099
16.0,16,4.021184
27.0,27,4.038396
24.0,24,4.056436
33.0,33,4.079542
14.0,14,4.096451
29.0,29,4.125607
13.0,13,4.135002
31.0,31,4.155955
34.0,34,4.17837
13.0,13,4.187828
32.0,32,4.214475
75.0,75,4.263315
16.0,16,4.276113
15.0,15,4.285957
22.0,22,4.306174
26.0,26,4.329437
51.0,51,4.374949
23.0,23,4.391304
30.0,30,4.40901
14.0,14,4.41934
