#{"t_start": 1767378017.6069891, "env_id": "LunarLander-v3"}
r,l,t
-189.96273,66,1.299615
-82.314399,99,1.31397
-386.915594,99,1.328799
-103.932399,78,1.340267
-76.757102,82,1.35534
-240.496234,109,1.370707
-99.493525,78,1.381897
-255.251355,115,1.39878
-41.293275,117,1.421488
-325.033759,97,1.43568
-178.494779,138,1.456205
-175.284611,78,1.467683
-316.190169,81,1.485191
-156.292674,72,1.496378
-95.620503,57,1.50466
-158.242573,108,1.520183
-150.255755,125,1.544055
-178.342564,63,1.554075
-75.119962,117,1.57173
-308.793568,110,1.589857
-125.905083,143,1.612815
-6.156583,82,1.627715
-122.733986,94,1.643693
-90.110604,117,1.666139
-370.06594,92,1.684359
-408.53504,138,1.70741
-249.87354,71,1.718401
-255.889084,114,1.737945
-230.768861,85,1.753331
-294.865705,75,1.765136
-118.987691,69,1.780916
-206.666622,76,1.795766
-367.287807,97,1.813402
-102.346874,70,1.825024
-357.457497,110,1.84193
-326.485653,95,1.856627
-120.778371,85,1.872685
23.778751,94,1.887954
-183.217291,105,1.905859
-110.826565,65,1.919502
-348.345466,89,1.934888
-68.098071,81,1.94767
-153.595928,96,1.962586
-176.593255,76,1.974148
-323.867766,71,1.987454
-110.868105,120,2.006255
15.124867,76,2.01844
-88.353563,82,2.031732
-83.049385,78,2.048864
-46.64271,75,2.060774
-255.984942,117,2.078498
-95.924735,77,2.090577
-162.469755,68,2.103045
-208.054065,79,2.11583
-94.89683,118,2.167873
-160.511438,66,2.18042
-243.122099,107,2.20594
-122.233652,114,2.233021
-159.12118,74,2.250467
-102.331389,85,2.263693
20.343648,112,2.298229
-205.4561,77,2.314616
-138.53358,65,2.330885
-101.038241,68,2.349226
-110.42954,98,2.368546
-127.67726,91,2.383988
-332.062056,96,2.401396
-128.086706,69,2.417073
-358.021398,98,2.439341
-236.977422,101,2.455769
-88.684674,65,2.467307
-189.843065,81,2.48068
-66.985697,114,2.501427
-81.967567,89,2.516738
-108.519814,94,2.532377
-280.760994,106,2.55177
-146.048969,97,2.57321
-123.503237,64,2.58417
-306.312246,117,2.604287
-268.405805,109,2.622139
-341.135765,77,2.636267
-70.801452,75,2.648309
-207.819363,107,2.665141
-194.811476,114,2.68632
-471.082557,110,2.704688
-501.417808,97,2.729199
-372.325591,85,2.760623
-131.368055,102,2.786642
-215.231372,137,2.819909
-146.571148,129,2.842275
-350.360229,109,2.86017
-493.109678,96,2.875713
-415.48017,100,2.894319
-156.009448,92,2.909474
-358.934875,113,2.928121
-246.727833,120,2.951552
-158.875571,85,2.967559
-117.154017,85,2.981901
-248.918405,104,3.004008
-64.744644,70,3.019992
-111.646471,74,3.039334
-74.121732,70,3.052702
-361.02899,113,3.075984
-114.23759,98,3.092158
41.172732,93,3.113662
-111.669113,81,3.135831
-234.367942,65,3.14831
-263.358928,114,4.487861
-307.155226,102,4.682755
-127.180897,86,4.857782
-278.675487,94,5.018239
-419.08924,89,5.184897
-99.541739,101,5.375719
-113.038035,85,5.570443
-130.606375,70,5.713902
-116.699836,135,5.953097
-191.139754,74,6.10154
-154.185095,79,6.231367
-157.606507,91,6.379794
-229.857352,106,6.78183
-74.748799,84,7.069264
-85.525999,145,7.403359
-86.77747,80,7.659415
-362.334121,151,8.019509
-155.081614,113,8.24104
-102.257465,69,8.368606
-216.121095,117,8.557528
-198.915891,82,8.693131
-102.553873,90,8.821248
-89.412829,67,8.965722
-119.394901,71,9.085046
-170.724774,89,9.2228
-57.961232,79,9.356685
-166.510165,72,9.472361
-87.552031,72,9.587844
-84.044422,66,9.742963
-83.750249,117,9.94125
-166.725788,73,10.04761
-86.040294,70,10.154483
-128.055087,105,10.333976
-57.924198,106,10.514818
-71.348354,78,10.641533
-49.491616,147,10.907706
-148.425798,110,11.101292
-184.558717,97,11.278986
-135.452522,83,11.42374
-150.544471,79,11.562265
-81.565858,76,11.682855
-166.964395,91,11.831589
-54.666115,64,11.948459
-123.410953,108,12.106166
-222.261645,79,12.24694
-71.647592,70,12.383589
-90.920418,96,12.554553
-180.734746,73,12.677377
-84.529183,59,12.773172
-220.326321,82,12.89196
-175.446419,146,13.141021
-167.257824,134,13.383569
-109.381767,118,13.610781
-123.339777,68,13.74679
13.839128,83,13.886079
6.952949,82,14.029132
-42.873673,87,14.163772
-312.437772,112,14.341582
-66.13157,71,14.455528
-276.533247,96,14.612628
-174.512305,82,14.752899
-14.279391,124,14.947345
-22.006505,113,15.112892
-73.880184,78,15.24967
-613.490169,129,15.448527
-121.172376,91,15.598861
-84.394115,80,15.722632
-185.126596,113,15.883935
-171.658172,148,16.119104
-130.042894,109,16.293378
-374.821041,91,16.447344
-138.908589,110,16.623482
-113.158049,91,16.779535
-140.823985,90,16.919734
-97.107972,98,17.072507
-326.9712,114,17.272201
-124.282362,91,17.407535
-83.07476,120,17.606231
-127.795159,126,17.821865
28.532537,93,17.981523
-315.696589,103,18.141277
-381.460058,121,18.36531
-80.514617,97,18.533502
-112.841782,78,18.667678
-132.668185,71,18.790698
56.392792,1000,20.427148
-200.501245,90,20.561732
-89.997338,141,20.78904
-258.415706,79,20.917659
-152.436999,135,21.145194
-180.870468,77,21.260869
-71.865894,97,21.41405
-171.473506,76,21.527139
-126.244118,66,21.640669
-231.865073,102,21.796472
-81.610338,121,36.470846
-114.424907,93,36.717986
-89.396579,80,36.951005
-186.50959,90,37.205495
-161.223852,112,37.541046
-304.906791,86,37.785258
-125.98024,81,38.016862
-145.962117,79,38.311318
-107.198793,104,38.771143
-305.399171,96,39.178808
-92.614293,90,39.460438
-91.121737,111,39.819606
-133.454473,70,40.045089
-73.498014,66,40.253526
-98.536974,100,40.551545
-208.642729,102,40.917865
-128.691438,115,41.371454
-112.196489,91,41.655178
-147.363643,123,41.989121
-187.967663,75,42.22912
-90.938369,84,42.527851
-163.4907,128,42.86003
-66.527004,71,43.054792
-66.72162,72,43.245138
-85.229627,127,43.576039
-86.109963,85,43.854137
-128.877563,100,44.090864
-220.749497,134,44.373585
-50.595335,145,44.688575
-155.755503,91,44.82956
-64.438303,104,45.033634
-199.409309,87,45.17123
-68.585551,145,45.40633
-187.358887,123,45.62343
-177.087018,64,45.741114
-212.682316,106,45.964408
-170.851007,122,46.199121
-125.578661,64,46.332193
-84.707148,117,46.603922
-170.046652,84,46.837167
-120.352298,72,46.977932
-329.453618,132,47.287437
-106.26211,87,47.481725
-81.021558,67,47.594578
-163.989282,67,47.715625
-135.092744,109,47.914958
-95.020666,79,48.075425
-245.511817,93,48.235406
-63.613277,65,48.33894
-113.827343,82,48.479463
-193.871518,75,48.625879
-272.461219,95,48.81293
-97.33778,120,49.017179
-158.900706,93,49.177614
-194.389987,116,49.365746
-325.889881,101,49.536622
-118.05405,112,49.696787
-105.99609,90,49.844893
-115.41921,75,49.980116
-260.838153,123,50.159658
-143.727929,70,50.265482
-278.89635,129,50.461261
-148.615339,89,50.6111
-197.427503,112,50.794408
-82.780478,76,50.92691
-256.142037,92,51.082113
-70.096718,93,51.233576
-27.570282,102,51.391735
-162.705116,111,51.571696
-159.329297,84,51.715138
-166.205083,95,51.860517
-77.21769,117,52.056774
-85.508279,62,52.158331
-185.736442,75,52.296373
-115.200775,124,52.664993
-149.188378,95,52.817185
-118.678657,104,53.01396
-84.841736,122,53.22409
-125.993491,118,53.437074
-132.115014,91,53.5652
-100.458603,101,53.760741
-271.136637,99,53.961064
-215.510738,135,54.214247
-82.053184,78,54.357628
-299.655566,106,54.535702
-20.238796,102,54.692544
-97.436924,92,54.871646
-166.395247,63,54.986462
-132.699715,68,55.104902
-94.085622,83,55.245413
-108.241476,103,55.439741
-143.399334,103,55.642965
-116.572103,106,55.829953
-111.311865,81,55.959627
