#{"t_start": 1767375574.4468443, "env_id": "CartPole-v1"}
r,l,t
15.0,15,1.305282
17.0,17,1.330714
14.0,14,1.349688
31.0,31,1.397395
22.0,22,1.427064
23.0,23,1.456702
71.0,71,1.567797
35.0,35,1.625538
10.0,10,1.642802
12.0,12,1.658926
12.0,12,1.676681
26.0,26,1.723924
17.0,17,1.751169
20.0,20,1.783334
22.0,22,1.818745
13.0,13,1.847102
14.0,14,1.869096
49.0,49,1.950674
17.0,17,1.980707
22.0,22,2.016847
49.0,49,2.108296
26.0,26,3.808884
61.0,61,3.91359
30.0,30,3.968254
40.0,40,4.031331
9.0,9,4.052977
18.0,18,4.083777
29.0,29,4.133141
24.0,24,4.181164
24.0,24,4.222759
16.0,16,4.249889
33.0,33,4.310462
47.0,47,4.39661
25.0,25,4.439721
28.0,28,4.483875
14.0,14,4.509715
15.0,15,4.535038
74.0,74,4.666028
27.0,27,6.416558
36.0,36,6.478214
28.0,28,6.53482
75.0,75,6.664011
70.0,70,6.781932
15.0,15,6.809147
66.0,66,6.92048
25.0,25,6.968901
43.0,43,7.048615
43.0,43,7.12166
53.0,53,7.216015
21.0,21,7.25101
65.0,65,9.080559
34.0,34,9.138283
179.0,179,9.443207
102.0,102,9.617667
24.0,24,9.656054
42.0,42,9.731829
59.0,59,9.830473
102.0,102,11.710569
46.0,46,11.786516
130.0,130,11.99995
138.0,138,12.244952
43.0,43,12.31934
45.0,45,12.389951
191.0,191,14.345968
149.0,149,14.603993
164.0,164,14.883947
139.0,139,16.853908
292.0,292,17.348413
202.0,202,19.402724
329.0,329,19.973375
213.0,213,22.117738
392.0,392,22.794521
453.0,453,25.246498
500.0,500,27.810472
500.0,500,30.361984
500.0,500,33.05973
500.0,500,35.629623
500.0,500,38.228039
500.0,500,40.866864
500.0,500,43.427433
500.0,500,45.986658
500.0,500,48.51602
500.0,500,55.536307
500.0,500,58.081298
500.0,500,60.605295
500.0,500,63.146034
500.0,500,65.749305
500.0,500,68.312777
500.0,500,70.859681
500.0,500,73.419885
500.0,500,75.921235
500.0,500,78.476453
500.0,500,81.041983
500.0,500,83.573986
500.0,500,86.180455
500.0,500,88.761684
500.0,500,91.461638
500.0,500,94.024872
500.0,500,96.537561
500.0,500,99.216378
500.0,500,101.802133
500.0,500,104.341428
500.0,500,111.323783
500.0,500,113.915629
500.0,500,116.522359
500.0,500,119.123904
500.0,500,121.62856
500.0,500,124.116071
500.0,500,126.626471
500.0,500,129.184656
500.0,500,130.030652
500.0,500,132.63869
500.0,500,135.176559
500.0,500,137.752382
500.0,500,140.364195
500.0,500,143.053291
500.0,500,145.599057
500.0,500,148.215845
500.0,500,150.915972
500.0,500,153.488752
500.0,500,156.081902
500.0,500,158.628014
500.0,500,165.554707
500.0,500,168.024922
500.0,500,170.594873
500.0,500,173.217903
500.0,500,175.800934
500.0,500,178.378197
500.0,500,180.95237
500.0,500,183.554093
500.0,500,186.150589
500.0,500,188.684953
500.0,500,191.188633
500.0,500,193.752042
500.0,500,196.31822
500.0,500,198.819536
500.0,500,201.447029
500.0,500,204.053094
