#{"t_start": 1767371131.8421571, "env_id": "CartPole-v1"}
r,l,t
18.0,18,1.113715
16.0,16,1.115351
11.0,11,1.116357
14.0,14,1.117594
11.0,11,1.12031
15.0,15,1.122003
24.0,24,1.12422
26.0,26,1.126367
58.0,58,1.132683
22.0,22,1.134727
14.0,14,1.135953
20.0,20,1.137678
10.0,10,1.14246
12.0,12,1.143674
17.0,17,1.145081
17.0,17,1.146484
72.0,72,1.153991
11.0,11,1.154912
14.0,14,1.156096
19.0,19,1.157897
24.0,24,1.161453
13.0,13,1.162536
12.0,12,1.16354
32.0,32,1.166053
47.0,47,1.171643
31.0,31,1.174117
11.0,11,1.17509
18.0,18,1.176758
17.0,17,1.179797
25.0,25,1.181814
24.0,24,1.183803
20.0,20,1.185605
14.0,14,1.188376
12.0,12,1.189477
26.0,26,1.19154
21.0,21,1.193223
21.0,21,1.19631
18.0,18,1.197784
20.0,20,1.200894
20.0,20,1.202573
34.0,34,1.207133
25.0,25,1.209091
41.0,41,1.212436
17.0,17,1.213944
12.0,12,1.216572
32.0,32,1.230402
42.0,42,1.261907
19.0,19,1.279029
12.0,12,1.288966
18.0,18,1.300951
18.0,18,1.31477
13.0,13,1.322236
26.0,26,1.346409
19.0,19,1.364493
24.0,24,1.382892
15.0,15,1.393183
24.0,24,1.41747
25.0,25,1.442385
27.0,27,1.466101
21.0,21,1.48278
25.0,25,1.508247
10.0,10,1.518241
37.0,37,1.540396
22.0,22,1.560489
29.0,29,1.581027
16.0,16,1.591083
15.0,15,1.601489
24.0,24,1.617903
26.0,26,1.635246
46.0,46,1.672556
13.0,13,1.681343
17.0,17,1.692804
27.0,27,1.718184
17.0,17,1.728614
19.0,19,1.742986
22.0,22,1.756569
10.0,10,1.769578
32.0,32,1.80421
24.0,24,1.825001
10.0,10,1.833466
27.0,27,1.853607
10.0,10,1.860874
70.0,70,1.90996
16.0,16,1.920641
13.0,13,1.931123
18.0,18,1.947267
14.0,14,1.955741
19.0,19,1.973699
14.0,14,1.990165
12.0,12,2.003564
33.0,33,2.025528
18.0,18,2.039796
16.0,16,2.056901
10.0,10,2.066255
18.0,18,2.08009
56.0,56,2.125908
28.0,28,2.147295
43.0,43,2.176879
12.0,12,2.186292
24.0,24,2.204188
12.0,12,2.219661
30.0,30,2.240905
24.0,24,2.263174
24.0,24,2.279703
19.0,19,2.296591
21.0,21,2.312656
15.0,15,2.322157
11.0,11,2.33741
22.0,22,2.362735
12.0,12,2.373128
30.0,30,2.399845
19.0,19,2.418357
18.0,18,2.443727
34.0,34,2.476384
35.0,35,2.513192
23.0,23,2.527033
14.0,14,2.542375
12.0,12,2.557643
13.0,13,2.567146
21.0,21,2.582014
40.0,40,2.617417
18.0,18,2.630948
34.0,34,2.653996
28.0,28,2.685149
