#{"t_start": 1767379668.4270244, "env_id": "LunarLander-v3"}
r,l,t
-139.153423,99,1.284329
-94.240603,64,1.292915
-100.28406,101,1.306078
-303.886121,66,1.314851
-62.225048,69,1.32597
-271.899286,82,1.336915
-140.36869,84,1.348065
-284.955487,119,1.363502
-265.812776,69,1.37414
-110.020794,72,1.38675
-481.839688,97,1.399529
-98.514929,99,1.413113
-166.237775,123,1.435716
-212.873491,105,1.44883
-260.789469,110,1.462506
-201.013965,102,1.475677
-192.540151,116,1.492357
-129.137315,71,1.501662
-113.770729,92,1.516219
-343.852481,87,1.527478
-280.322191,119,1.544322
-407.766561,77,1.554179
-390.007631,79,1.564798
-500.56539,140,1.582227
-63.266869,94,1.59592
-156.945449,90,1.607996
-434.543702,120,1.623523
-393.951428,123,1.645204
-158.219936,89,1.658404
-124.535817,109,1.672184
-195.049357,87,1.68373
-265.28295,89,1.695482
-142.797728,103,1.71031
-240.128885,102,1.723245
-41.401855,73,1.732564
-107.439718,92,1.74495
-55.856022,75,1.756233
-67.359815,64,1.767144
-192.413871,65,1.7762
-172.213885,125,1.792225
-72.92364,116,1.80876
-193.040831,79,1.819072
-158.854199,78,1.828914
-156.739532,74,1.838616
-131.78044,100,1.853804
-95.803935,68,1.862362
-132.921205,126,1.878526
-77.178577,103,1.891693
-180.526952,97,1.908983
-198.168001,71,1.918452
-422.521462,101,1.93209
-137.086503,62,1.94023
-66.819629,65,1.950032
-372.157077,99,1.962795
-228.910884,111,1.985372
-309.595445,70,2.001011
-264.763197,83,2.025024
7.529019,98,2.047703
-108.194129,136,2.078929
-104.945354,77,2.096825
-193.588189,68,2.115958
-95.291697,67,2.132563
-94.104787,119,2.155192
-258.429762,101,2.169838
-243.934656,87,2.184387
-100.46857,83,2.196935
-384.03531,79,2.208238
-80.896424,85,2.220887
-184.487116,105,2.237703
-78.939623,94,2.251448
-114.430312,102,2.268638
-135.552529,96,2.282881
-147.332954,118,2.301036
-177.488385,63,2.31035
6.583416,91,2.323258
-94.881382,80,2.334507
-61.743617,133,2.353864
-197.030148,69,2.364255
-131.910076,111,2.37956
-123.306523,136,2.400427
-72.120592,116,2.417708
-103.965265,82,2.42907
-99.461988,70,2.438457
-75.137238,71,2.447951
-241.811705,102,2.462754
-238.523618,104,2.476569
-52.087603,64,2.485304
-128.545516,108,2.499701
-533.786,132,2.521383
-132.120136,70,2.530907
-283.203318,108,2.54477
-96.738049,91,2.556473
-280.586009,127,2.574146
-48.100047,79,2.584409
-79.918435,69,2.5934
-72.977172,74,2.602978
-19.130554,116,2.61991
-386.243493,109,2.637374
-66.727103,96,2.649991
-385.826003,93,2.662273
-87.525565,58,2.671744
-371.043923,122,2.687842
-256.650625,72,2.697351
-144.684405,99,2.71021
-147.290685,83,2.722755
-114.880063,98,2.735875
-155.176102,69,2.747254
-117.349855,71,2.756906
-63.842512,61,4.38681
-342.84966,83,4.516725
-216.736235,76,4.635582
-138.132292,60,4.721701
-183.75907,98,4.873502
-355.774097,95,4.98324
-74.191453,66,5.049419
-84.244974,80,5.169167
-77.00694,140,5.368331
-283.013346,103,5.500762
-109.971011,75,5.612012
-67.763653,63,5.706294
-159.228648,67,5.808314
-74.876113,78,5.925601
