#{"t_start": 1767406345.385769, "env_id": "LunarLander-v3"}
r,l,t
-398.181548,144,1.68634
-171.264882,68,1.814223
-93.258969,74,1.961938
-266.406097,70,2.100223
-127.747708,106,2.300029
-144.538313,104,2.522856
-79.617964,92,2.713176
-405.591002,110,2.93956
-83.08516,59,3.062568
-165.058578,88,3.238358
-98.101615,58,3.357965
-254.176441,123,6.048182
-331.816896,121,6.293082
-119.202806,99,6.500318
-262.018308,127,6.767197
-209.523655,89,6.946885
-200.747057,96,7.147916
-193.235754,106,7.361197
-199.275121,116,7.603192
-127.75675,63,7.729492
-124.835307,78,7.895036
-277.920724,94,10.510642
-144.889686,68,10.653405
-96.505725,124,10.897111
-292.958572,125,11.156723
-357.852917,112,11.382535
-409.473891,111,11.600453
-400.03853,120,11.854188
-151.148894,70,11.991172
-149.710536,98,12.185194
-186.902841,124,12.423976
-92.233009,67,14.847299
-105.907505,74,15.000249
-87.962194,111,15.228775
-131.907445,135,15.487293
-109.661669,103,15.703618
-113.819764,92,15.885776
-95.449885,89,16.068759
-227.991872,122,16.319835
-235.468536,131,16.581412
-207.484152,117,16.812325
-322.823013,132,19.477066
-151.979633,132,19.744702
-230.573758,111,19.974069
-392.444692,156,20.301125
-308.009123,111,20.506535
-217.144969,117,20.737931
-295.359725,155,21.04794
-41.465411,111,21.280632
-315.356359,140,23.832217
-235.149813,140,24.116369
-113.768565,194,24.482545
-147.051935,100,24.686337
-148.826216,80,24.85563
-263.24471,120,25.107844
-197.09449,136,25.379953
-69.291099,76,25.534738
-165.046158,103,28.164319
-67.735222,88,28.337545
-170.362594,79,28.505846
-244.496112,182,28.871951
-280.221795,103,29.088864
-92.958762,132,29.367264
-91.590196,119,29.613227
-106.111278,125,29.866598
-120.780396,89,30.050029
-47.054241,106,32.684216
8.221808,187,33.035914
-143.759186,107,33.259349
-144.78825,103,33.473837
-171.75143,167,33.794436
-310.068127,140,34.076255
-118.764708,168,34.400564
-342.995935,137,37.104147
8.514118,99,37.297805
12.628326,197,37.704195
-29.945404,148,38.009005
-140.679261,171,38.366755
-161.793725,190,38.749233
-74.222744,141,39.075429
10.981021,109,41.617256
-29.766064,129,41.891975
-85.742481,135,42.163518
-30.643332,100,42.360896
5.965708,137,42.63736
-49.938502,136,42.905541
-47.512011,146,48.991615
3.413158,102,49.205964
-22.006391,142,51.817747
9.064533,111,52.047178
-19.089245,136,52.316429
-202.515522,163,52.641926
-83.298233,139,52.919127
-243.934563,191,53.290601
-10.556633,122,53.527837
17.837652,145,56.192407
-148.543345,158,56.51214
-55.846947,177,56.864155
-14.511289,160,57.18424
-102.505247,187,57.559791
-22.613984,195,57.950933
-39.004958,176,60.637422
-103.518089,124,60.878579
-102.110732,162,61.218292
-116.33597,186,61.593636
-38.901937,161,61.918116
-178.36266,181,62.281849
-63.007725,145,64.958236
-49.712184,99,65.144724
-72.147462,158,65.462038
-76.001628,114,65.69357
-40.49929,257,66.176842
-74.721664,181,66.539689
-126.686631,115,66.771814
-141.533173,228,69.522739
-42.498608,169,69.869524
-179.651831,167,70.203533
-165.255711,215,70.629338
-3.129228,126,70.884054
152.969173,512,74.367929
-168.02243,204,74.774791
-11.354981,224,75.199188
-232.97283,204,75.583969
-23.945724,255,78.455806
33.067418,147,78.752171
33.966175,177,79.124649
-19.385491,183,79.49682
-19.056394,235,79.949534
-48.799339,158,82.549707
-14.75736,248,83.04485
77.810956,1000,87.413227
-38.324477,185,87.776784
-176.541049,192,88.155952
91.284175,1000,102.034697
92.752684,1000,106.441959
100.318994,1000,110.844545
-270.493355,384,111.61664
136.787391,1000,115.925857
1.642136,1000,120.302158
-93.28715,344,123.26734
-0.104304,1000,127.696293
-40.760381,223,128.130763
-213.536765,591,129.292038
77.967755,1000,133.669775
88.879494,1000,138.076538
178.989853,766,141.931023
-83.656879,666,161.270537
94.444961,1000,165.665033
104.959757,1000,170.076816
49.239134,1000,174.480628
-53.526864,381,175.227687
121.132564,919,179.344883
83.582467,938,183.542269
75.37954,1000,187.821141
109.33349,1000,192.171122
141.57828,546,193.264244
184.759526,654,196.794577
156.475285,505,200.110984
160.897634,526,201.136568
210.805299,628,221.520262
106.670196,1000,225.861704
181.203081,380,226.614684
138.675517,545,229.978205
61.283403,1000,234.38576
-77.17548,500,235.350705
105.956498,1000,239.6628
79.178803,1000,244.005824
85.157765,1000,248.373566
80.125352,1000,252.772737
82.447237,1000,257.076144
-8.294263,344,257.770442
197.914038,445,261.025816
124.530102,1000,280.702284
183.070827,486,281.659007
138.149669,1000,285.944339
-32.262146,381,289.161178
116.001733,1000,291.261873
-9.791693,396,294.377664
105.774254,1000,298.734139
125.64467,1000,303.165306
114.876001,1000,307.567788
13.478988,210,307.993994
201.575962,328,308.639862
112.137562,1000,312.956583
-12.321638,311,316.04967
138.564054,1000,320.307612
188.308968,327,320.963036
134.497562,1000,337.07308
109.883933,1000,341.44893
115.554863,1000,345.802453
-16.804143,442,346.673449
132.438105,1000,351.015404
237.764067,567,354.481354
41.812316,262,355.014291
187.077504,464,358.364375
161.167792,442,359.237803
97.543018,1000,363.854008
227.915599,422,364.687047
113.247032,1000,369.064026
119.964111,1000,373.393474
208.673582,906,388.120653
120.66287,1000,392.555399
132.521944,1000,396.970786
85.884124,1000,401.500248
228.838969,339,402.205277
-23.155337,315,405.275433
197.446304,368,406.005233
122.166447,1000,410.340451
198.637946,520,413.659199
-34.10108,221,414.108229
127.941522,1000,418.417595
47.278685,268,418.965584
117.436072,1000,423.19267
141.038072,1000,427.516729
240.028032,337,428.186371
41.275922,250,430.980233
121.089982,1000,444.400159
139.539052,1000,448.747846
134.769536,1000,450.747453
-21.266735,298,453.616214
155.705184,1000,458.138327
-8.869035,283,458.719892
127.849214,1000,463.147639
155.269931,1000,467.505456
155.360397,1000,471.903287
266.790148,906,476.013794
228.146831,407,476.832979
135.361797,1000,481.2413
257.619903,582,491.814161
187.649082,400,492.584406
255.037957,587,496.175151
247.706619,454,497.081496
257.869569,319,500.057666
256.70896,304,500.653832
221.115209,300,501.195934
207.649627,620,504.8012
235.345992,362,505.492788
254.417953,345,506.163089
234.295096,339,509.155233
235.117253,313,509.762789
254.634298,294,510.362415
194.330354,326,513.403308
266.008059,314,514.000032
227.206628,438,514.856857
132.662994,1000,519.57073
139.473036,1000,524.017946
128.062198,1000,528.314874
226.750978,350,531.244497
218.745705,322,531.845244
188.544128,402,541.163129
252.857311,317,544.137854
