#{"t_start": 1767395635.548825, "env_id": "LunarLander-v3"}
r,l,t
-211.841345,106,1.209744
-166.999793,120,1.225657
-97.753435,122,1.242045
-183.891539,89,1.253916
-121.124579,87,1.267235
-318.812317,78,1.277857
-105.86571,134,1.295884
-252.737167,74,1.308163
-204.435904,80,1.320721
-114.950774,73,1.330804
-180.151424,98,1.343881
-165.921649,109,1.358421
-410.732533,90,1.374631
-106.462808,101,1.387984
-274.10621,104,1.401652
-292.261292,138,1.422924
-114.834965,92,1.437575
-152.74967,83,1.449054
-155.320272,86,1.460801
-167.09345,58,1.469841
-120.035263,68,1.481788
-345.750396,94,1.494377
-3.458629,126,1.511601
-93.470192,71,1.521551
-103.778514,64,1.532058
-120.915019,94,1.548376
-172.733213,72,1.558789
-274.455332,103,1.576166
-176.03141,107,1.592601
-287.133427,89,1.60499
-426.4853,95,1.618368
-104.350325,71,1.628357
-98.126135,75,1.64006
-153.271849,67,1.649849
-85.204002,69,1.660306
-150.405324,121,1.681339
-170.883691,89,1.695377
-244.220417,133,1.713481
-312.061997,98,1.726625
-86.873939,78,1.737325
-137.564434,76,1.749313
-269.479652,74,1.759805
-410.885269,90,1.772499
-254.248729,78,1.78353
-340.922257,92,1.799771
-296.235538,93,1.812561
-198.265444,116,1.82848
-201.502763,65,1.837732
-123.658947,89,1.851205
-166.537813,124,1.867851
-222.499337,96,1.880581
-338.961824,100,1.893604
-293.854912,137,1.916939
-165.571094,77,1.931376
-121.546279,121,1.958967
-87.027333,61,1.973513
-99.916113,62,1.990109
-81.095164,108,2.012719
-85.747283,120,2.036119
-127.311646,102,2.061222
-106.267547,72,2.078342
-245.673442,76,2.090411
-446.38627,91,2.107337
-244.584357,138,2.137508
-128.582313,106,2.156255
-87.568178,94,2.172153
-68.492102,75,2.187203
-126.557089,118,2.205895
-207.219864,101,2.223162
-228.665771,111,2.240376
-159.085716,84,2.254063
-126.738202,70,2.26536
-109.939346,131,2.286632
-86.206728,90,2.300289
-283.24753,89,2.316992
-443.662804,93,2.331127
-246.55883,82,2.345437
-182.067376,123,2.363796
-157.841506,115,2.380766
-373.395777,109,2.396314
-445.479145,90,2.411111
-96.588334,66,2.421165
-104.717808,108,2.440193
-87.345269,58,2.44915
-247.309915,108,2.466895
-138.15671,65,2.476569
-108.129955,88,2.489452
-373.789299,94,2.503204
-80.703719,103,2.520032
-218.518875,97,2.534025
-182.054801,98,2.548198
-128.719722,83,2.563073
-175.496274,70,2.575026
-195.591351,75,2.585958
-157.874537,64,2.595505
-121.124185,86,2.607742
-50.329284,138,2.628555
-163.727731,95,2.642095
-43.236728,85,2.654508
-104.495164,88,2.667544
-88.894538,72,2.679688
-180.398606,84,2.69504
-277.498852,98,2.709844
-232.088317,104,2.72431
-71.003552,85,2.73781
-116.943423,89,2.750124
-116.667322,107,2.764705
-359.542339,79,4.175036
-494.879007,101,4.311868
-274.854004,113,4.475718
-54.573038,66,4.564936
-283.580972,98,4.689304
-180.977982,80,4.819386
-142.199115,104,4.995981
-312.081699,107,5.178005
-261.087881,154,5.400558
-385.129273,93,5.531666
-103.26989,96,5.661468
-132.373835,63,5.746585
-81.721952,80,5.857355
-54.878524,101,5.997058
-212.28716,81,6.111548
-127.972638,89,6.210012
-105.357569,89,6.315049
-140.435085,84,6.443631
-77.733745,67,6.537568
-175.226441,127,6.69419
-93.439984,88,6.822956
-245.788203,72,6.937613
-101.66083,126,7.103071
-192.345457,71,7.187284
-208.779128,136,7.37235
-227.512695,84,7.506092
-102.772957,68,7.606941
-119.311101,82,7.719822
-193.563032,129,7.898088
-148.47591,92,8.035192
-97.244908,66,8.121527
-217.029688,82,8.214561
-210.484347,115,8.357126
-240.498386,86,8.482224
-325.605462,102,8.60396
-205.788659,77,8.762218
-58.447599,110,8.929435
-86.186201,62,9.023778
-136.917316,115,9.171203
-249.913589,113,9.336452
-156.909961,79,9.440114
-108.528366,72,9.543747
-157.557573,88,9.656535
-135.165199,88,9.792978
-104.118125,100,9.930865
-111.835989,150,10.153705
-416.041263,95,10.298471
-278.631007,82,10.410819
-144.945927,70,10.499444
-161.923219,94,10.636306
-104.120106,114,10.868672
-184.287555,123,11.067483
-421.408349,127,11.26612
-361.806661,107,11.423425
-223.682911,84,11.546306
-117.791474,88,11.668826
-83.50597,97,11.77849
-107.745281,69,11.85995
-143.240587,66,11.948041
-201.18803,80,12.055211
-122.508043,99,12.199995
-147.62833,77,12.322635
-75.64186,90,12.436922
-91.013915,74,12.550312
-197.422342,93,12.662678
-112.356936,68,12.752583
-194.026342,96,12.887587
-359.010775,129,13.04781
-67.605091,63,13.143477
-145.704682,86,13.245117
-198.483656,98,13.367996
-292.632174,111,13.526618
-367.340257,86,13.649285
-237.853729,84,13.758574
-267.159899,115,13.917955
-85.453673,93,14.054908
-188.510446,101,14.205816
-175.832793,70,14.294479
-93.178897,72,14.391142
-186.459155,110,14.532833
-103.827713,65,14.608782
-83.316001,69,14.711043
-115.606171,70,14.811353
-212.778657,72,14.893259
-98.184972,78,15.003351
-70.996753,88,15.132812
-154.325476,121,15.324422
-113.5366,85,15.441211
-123.158431,90,15.555294
-105.039734,91,15.673921
-115.106297,81,15.781047
-184.675052,108,15.907786
-291.172265,110,16.057784
-264.934708,88,16.191682
-279.668024,98,16.313176
-159.616606,123,16.476553
-165.309782,88,16.587606
-200.641694,99,16.727857
-112.662032,90,16.853257
-95.567959,121,17.019972
-464.903903,97,17.165375
-174.377708,92,17.300839
-136.729275,69,17.373156
-104.491077,97,17.478717
-258.449689,98,17.590955
-118.843947,98,17.706175
-232.663116,70,17.810743
-72.909731,65,17.893807
-164.604889,97,29.860048
-61.916661,76,29.976166
-175.335309,77,30.086251
-48.398549,84,30.209866
-67.042129,72,30.308868
-120.706388,108,30.464147
-117.792548,61,30.560287
-69.612675,111,30.70322
-103.758742,67,30.789289
-204.943729,83,30.904198
-172.921693,121,31.074384
-473.72969,91,31.192836
-191.311722,94,31.317507
-214.814247,134,31.506111
-187.624661,92,31.631794
-113.855399,132,31.82752
-131.115662,94,31.957224
-130.841004,101,32.107912
-234.553852,93,32.220839
-124.270291,121,32.395897
-157.009169,92,32.537129
-209.300649,65,32.615269
-77.477933,56,32.70398
-276.681966,105,32.859431
-223.950643,79,32.962423
-120.036777,94,33.111188
-142.690868,116,33.268275
-213.078608,71,33.363094
-105.767749,109,33.517742
-220.684417,87,33.633555
-111.359489,109,33.784566
-299.426796,132,33.964448
-249.062943,120,34.122754
-134.375845,102,34.271826
-86.964747,124,34.449133
-195.187408,103,34.570884
-195.379701,90,34.687141
-102.875573,84,34.797031
-183.661132,99,34.947835
-49.5904,63,35.027345
-598.896875,109,35.174455
-62.677556,87,35.307931
-48.700406,68,35.405737
-265.114143,129,35.598026
-194.524731,103,35.753014
-141.14371,100,35.891993
-148.411515,93,36.026782
13.84957,66,36.124609
-75.738943,77,36.232559
-70.102504,64,36.338438
-124.203835,89,36.469172
-172.284225,81,36.571795
-35.233341,71,36.65703
-252.4006,122,36.835999
-59.836644,72,36.944025
-115.122112,110,37.08065
1.505177,112,37.244015
-98.970295,69,37.337367
-155.722048,121,37.494754
-99.49741,116,37.66105
-102.260908,85,37.770646
-228.966392,119,37.941752
-162.949138,67,38.042066
-349.763397,112,38.189335
-136.762852,101,38.32904
-140.755814,78,38.448443
-192.278411,111,38.613689
-277.307668,100,38.737291
16.399319,68,38.830242
-74.189423,115,39.002075
-101.542676,86,39.095522
-202.893257,90,39.220983
-49.324751,66,39.309618
-94.622968,107,39.434954
-96.629103,73,39.54564
-107.162791,67,39.641831
-249.098143,136,39.793275
-310.73962,118,39.977196
-74.516886,65,40.079108
-139.478191,68,40.179745
-245.411172,106,40.32504
-175.440586,126,40.492965
-160.634735,100,40.644329
-105.504709,87,40.755589
-150.893576,68,40.843392
-104.682147,111,40.990837
-152.402092,106,41.129909
-78.441455,81,41.247312
-158.548951,118,41.415523
-53.587616,147,41.616355
-285.181337,96,41.754269
-103.579272,76,41.862373
-102.503991,71,41.958548
-133.346598,68,42.033918
-152.895429,143,42.228321
-23.795928,158,42.45091
-72.771081,112,42.586782
-262.649976,107,42.745845
-137.468148,97,42.87233
-51.039714,134,43.070675
-205.068278,100,43.223489
-93.575,91,43.368372
-112.407112,90,43.488762
-137.46336,79,43.588034
-245.829145,114,43.73646
-100.35732,70,55.29634
-131.871855,103,55.459169
-116.530898,95,55.584961
-125.277251,75,55.696181
-232.55484,77,55.798883
-114.055403,138,55.996514
-151.798474,83,56.105434
-103.068372,108,56.258474
-98.540107,108,56.403622
-191.140045,127,56.575718
-287.099286,137,56.775473
-111.74755,68,56.874999
-180.20466,91,56.994917
-82.673442,83,57.124642
-153.906941,99,57.279488
-116.624464,72,57.373637
-124.561733,66,57.457177
-103.563949,118,57.60958
-80.331228,76,57.707487
-203.081297,105,57.862865
-82.827445,87,57.98875
-62.832612,125,58.167219
-122.71672,112,58.339978
-234.31697,101,58.481906
-229.026978,138,58.690002
-141.605134,107,58.852438
-153.369621,88,58.987665
-76.646237,78,59.089848
-123.865011,112,59.250057
-132.737563,100,59.410573
-119.945646,132,59.605027
-133.617518,87,59.716288
-184.221127,144,59.909433
-91.194834,119,60.092865
-67.644648,80,60.215857
-125.094483,114,60.384485
-167.182987,130,60.570742
-191.077998,85,60.691799
-118.611701,109,60.856402
-101.214806,85,60.975877
-109.695819,102,61.124155
-154.652545,58,61.201046
-111.885066,82,61.312307
-45.90188,111,61.464
-162.983366,138,61.656753
-151.564905,104,61.817418
-158.553238,115,62.002562
-299.246541,87,62.122595
-94.852549,74,62.240246
41.915001,163,62.451919
-91.873089,134,62.622939
-139.346963,86,62.741696
-180.750051,117,62.894891
-22.410401,73,62.992236
-99.341717,122,63.175333
-104.436347,109,63.322873
-270.007784,81,63.439102
-62.744857,124,63.602275
-85.464608,84,63.706057
-139.566472,110,63.877861
-88.270172,126,64.073245
-77.330255,69,64.150808
-96.282718,61,64.249967
-93.632178,105,64.396985
-109.174352,59,64.476261
-281.940337,134,64.658559
-141.345048,118,64.836555
-168.972496,101,64.986299
-116.910905,60,65.099854
-168.136234,91,65.241327
