#{"t_start": 1767371607.6492624, "env_id": "CartPole-v1"}
r,l,t
14.0,14,1.08851
28.0,28,1.091165
10.0,10,1.092222
47.0,47,1.097211
22.0,22,1.100844
11.0,11,1.101811
40.0,40,1.105193
31.0,31,1.107855
16.0,16,1.111214
25.0,25,1.113407
23.0,23,1.115423
42.0,42,1.118973
14.0,14,1.124488
30.0,30,1.127678
14.0,14,1.128913
28.0,28,1.131319
43.0,43,1.136346
34.0,34,1.139225
28.0,28,1.141857
27.0,27,1.144184
15.0,15,1.146894
17.0,17,1.148404
9.0,9,1.149217
14.0,14,1.150486
20.0,20,1.153549
15.0,15,1.154883
18.0,18,1.156478
19.0,19,1.158293
17.0,17,1.161157
10.0,10,1.162119
53.0,53,1.166601
17.0,17,1.168087
46.0,46,1.173621
16.0,16,1.175059
27.0,27,1.177345
12.0,12,1.178419
23.0,23,1.181826
34.0,34,1.184738
20.0,20,1.189293
19.0,19,1.193149
21.0,21,1.196887
20.0,20,1.198484
28.0,28,1.221143
9.0,9,1.229044
12.0,12,1.242259
20.0,20,1.259371
15.0,15,1.273056
20.0,20,1.291164
20.0,20,1.316125
29.0,29,1.341888
10.0,10,1.349561
36.0,36,1.383273
34.0,34,1.42501
12.0,12,1.436755
28.0,28,1.464977
17.0,17,1.480749
16.0,16,1.498597
21.0,21,1.519074
23.0,23,1.54799
16.0,16,1.564188
17.0,17,1.578585
15.0,15,1.591833
27.0,27,1.612852
54.0,54,1.662052
14.0,14,1.682156
17.0,17,1.699898
24.0,24,1.725635
30.0,30,1.766218
41.0,41,1.812738
22.0,22,1.834512
16.0,16,1.851069
29.0,29,1.888247
12.0,12,1.904628
29.0,29,1.934111
13.0,13,1.947181
20.0,20,1.972357
32.0,32,2.007389
10.0,10,2.017968
13.0,13,2.030808
18.0,18,2.049333
27.0,27,2.088619
16.0,16,2.103601
25.0,25,2.13216
13.0,13,2.149244
12.0,12,2.165672
42.0,42,2.216904
12.0,12,2.231274
31.0,31,2.267068
41.0,41,2.320223
26.0,26,2.351495
38.0,38,2.391485
10.0,10,2.403084
12.0,12,2.419688
26.0,26,2.4379
22.0,22,2.455694
27.0,27,2.4833
16.0,16,2.505221
32.0,32,2.544166
21.0,21,2.569223
28.0,28,2.600861
28.0,28,2.63949
10.0,10,2.649708
20.0,20,2.671092
14.0,14,2.688986
19.0,19,2.711339
24.0,24,2.736991
22.0,22,2.768644
15.0,15,2.78565
23.0,23,2.810763
35.0,35,2.852012
17.0,17,2.864743
11.0,11,2.872974
11.0,11,2.889349
14.0,14,2.903632
27.0,27,2.93153
30.0,30,2.95465
14.0,14,2.97434
23.0,23,2.992686
12.0,12,3.001235
12.0,12,3.012751
19.0,19,3.035673
16.0,16,3.052718
14.0,14,3.066429
44.0,44,3.109209
30.0,30,3.148679
24.0,24,3.175679
16.0,16,3.198901
13.0,13,3.213435
10.0,10,3.225978
17.0,17,3.246783
17.0,17,3.263908
24.0,24,3.290414
13.0,13,3.311095
16.0,16,3.327653
13.0,13,3.336297
86.0,86,3.435864
11.0,11,3.453685
15.0,15,3.468081
23.0,23,3.492126
44.0,44,3.546431
18.0,18,3.571773
15.0,15,3.58539
24.0,24,3.610875
11.0,11,3.62635
16.0,16,3.649451
18.0,18,3.670434
37.0,37,3.709917
27.0,27,3.744445
10.0,10,3.757206
14.0,14,3.774736
33.0,33,3.80955
41.0,41,3.85741
13.0,13,3.875298
85.0,85,3.968946
57.0,57,4.023012
27.0,27,4.053817
53.0,53,4.115557
18.0,18,4.135355
82.0,82,4.225414
14.0,14,4.243022
30.0,30,4.295402
15.0,15,4.317669
13.0,13,4.335017
27.0,27,4.371703
29.0,29,4.420568
21.0,21,4.4505
17.0,17,4.472858
18.0,18,4.499109
32.0,32,4.551119
15.0,15,4.569396
19.0,19,4.587794
38.0,38,4.642305
23.0,23,4.676597
16.0,16,4.697053
13.0,13,4.713404
35.0,35,4.756615
22.0,22,4.782763
70.0,70,4.877478
18.0,18,4.897333
46.0,46,4.956972
24.0,24,4.981475
42.0,42,5.028452
18.0,18,5.050773
39.0,39,5.098974
44.0,44,5.154147
62.0,62,5.231733
51.0,51,5.293298
15.0,15,5.306396
39.0,39,5.355464
17.0,17,5.373761
13.0,13,5.389637
32.0,32,5.431522
84.0,84,5.521544
26.0,26,5.540138
23.0,23,5.560129
56.0,56,5.616749
15.0,15,5.638753
21.0,21,5.661875
9.0,9,5.667868
28.0,28,5.688223
83.0,83,5.78487
15.0,15,5.804429
19.0,19,5.823034
18.0,18,5.849654
11.0,11,5.868353
44.0,44,5.916785
20.0,20,5.94012
20.0,20,5.96976
30.0,30,6.006301
20.0,20,6.030005
10.0,10,6.043219
29.0,29,6.081118
13.0,13,6.099582
54.0,54,6.164623
28.0,28,6.200648
32.0,32,6.235977
26.0,26,6.266601
62.0,62,6.341972
33.0,33,6.379072
24.0,24,6.409449
17.0,17,6.433144
71.0,71,6.516656
13.0,13,6.530847
21.0,21,6.554441
16.0,16,6.575064
31.0,31,6.611915
23.0,23,6.641234
15.0,15,6.66178
74.0,74,6.753168
13.0,13,6.767393
18.0,18,6.789055
13.0,13,6.802285
17.0,17,6.822049
15.0,15,6.844472
44.0,44,6.895477
24.0,24,6.922024
14.0,14,6.936365
16.0,16,6.958672
16.0,16,6.974852
16.0,16,6.986346
34.0,34,7.028804
23.0,23,7.059245
46.0,46,7.095906
25.0,25,7.116462
31.0,31,7.152358
16.0,16,7.174849
34.0,34,7.216113
16.0,16,7.234834
22.0,22,7.26015
49.0,49,7.326093
66.0,66,7.376688
26.0,26,7.406848
16.0,16,7.424047
49.0,49,7.460665
27.0,27,7.48198
38.0,38,7.520701
80.0,80,7.619848
12.0,12,7.634334
32.0,32,7.669397
19.0,19,7.693128
15.0,15,7.720616
23.0,23,7.745758
12.0,12,7.760341
43.0,43,7.809782
22.0,22,7.844517
21.0,21,7.868209
